transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
K02839.01,2.164570593,1.2862,525.1,1.27,783.0,88.91,3941.0,0.554,4.713
K02912.01,0.873227249,0.7948,221.8,1.68,2152.0,5053.02,6341.0,1.111,4.409
K02914.01,21.1181653,9.734,112.7,2.89,1110.0,359.11,6461.0,2.566,3.779
K02761.01,1.846861455,1.6605,648.6,2.23,1337.0,753.4,5591.0,0.86,4.559
K00265.01,3.568099612,3.2131,98.4,1.36,1407.0,926.89,6007.0,1.334,4.232
K02762.01,132.9955503,7.436,1275.4,2.51,241.0,0.8,4523.0,0.659,4.636
K00301.01,6.002548291,4.1628,202.0,2.33,1209.0,504.79,6204.0,1.36,4.269
K00301.02,11.44865823,4.953,75.2,1.32,975.0,213.39,6204.0,1.36,4.269
K03010.01,60.8660974,4.397,714.3,1.39,244.0,0.84,3808.0,0.522,4.734
K00285.01,13.74883059,6.0968,425.9,3.63,975.0,213.84,5862.0,1.67,4.05
K00307.01,19.67409703,3.7535,204.9,1.78,711.0,60.37,6023.0,1.031,4.423
K03013.01,3.76562031,1.288,232.6,19.39,1084.0,326.2,5743.0,0.853,4.553
K00307.02,5.21104597,3.3447,102.7,1.18,1107.0,354.82,6023.0,1.031,4.423
K00285.02,26.723169,8.501,195.0,2.31,781.0,88.1,5862.0,1.67,4.05
K00373.01,135.1879934,8.8191,663.4,2.32,345.0,3.33,5731.0,0.906,4.451
K00374.01,172.7046083,11.347,659.1,2.85,355.0,3.77,5851.0,1.116,4.302
K00377.01,19.270825843,4.1281,6660.5,7.74,661.0,45.05,5779.0,0.956,4.491
K00377.02,38.90787517,4.5271,6159.1,7.98,523.0,17.66,5779.0,0.956,4.491
K00377.03,1.59295975,1.9313,248.3,1.48,1517.0,1251.43,5779.0,0.956,4.491
K03030.01,7.19552624,4.095,214.6,1.67,1037.0,273.05,6242.0,1.093,4.432
K00285.03,49.3567907,10.954,130.2,1.91,637.0,38.86,5862.0,1.67,4.05
K00318.01,38.5833679,12.391,1388.2,8.56,761.0,79.08,6273.0,1.927,4.04
K00389.01,3.741231778,2.469,419.0,1.55,951.0,193.55,5206.0,0.767,4.598
K00390.01,1.168310132,1.31,283.3,1.43,1577.0,1469.16,5509.0,0.857,4.487
K03115.01,5.8660127,3.985,183.0,1.45,1064.0,302.77,6020.0,1.04,4.427
K03116.01,23.9107056,4.996,294.0,1.91,709.0,59.76,6338.0,1.091,4.418
K00322.01,5.888835386,3.7988,19466.0,584.67,1008.0,243.87,5780.0,1.0,4.438
K00323.01,5.83599485,2.062,553.3,1.92,884.0,144.5,5423.0,0.828,4.542
K03120.01,4.13592927,2.377,156.2,1.43,1226.0,535.42,5886.0,1.152,4.345
K03123.01,15.2311195,3.91,269.1,1.94,800.0,96.84,5836.0,1.186,4.316
K03042.01,31.0259489,5.692,385.4,1.91,595.0,29.67,6075.0,0.969,4.486
K00049.01,8.31377304,2.964,837.4,2.74,886.0,145.51,5900.0,0.951,4.509
K00330.01,7.97420583,5.3503,293.1,1.85,974.0,212.75,5973.0,1.081,4.386
K00330.02,1.88899036,3.486,59.0,0.83,1574.0,1449.92,5973.0,1.081,4.386
K00331.01,18.68405716,6.9329,381.5,3.64,832.0,113.34,5548.0,1.614,4.038
K00395.01,6.77449545,2.5416,481.9,29.41,1219.0,521.03,6517.0,1.342,4.265
K00396.01,14.591504451,1.1295,1490.5,36.85,879.0,140.82,5940.0,1.312,4.199
K03050.01,1.242639742,1.763,159.3,1.02,1487.0,1159.26,5520.0,0.818,4.572
K00279.02,15.4130812,6.6358,264.3,2.59,944.0,187.39,6206.0,1.573,4.159
K00287.01,14.170972781,3.7316,13496.5,20.88,1288.0,650.07,8347.0,1.715,4.231
K03141.01,2.31941571,1.591,96.4,1.24,1490.0,1164.84,5624.0,1.248,4.256
K00051.01,10.431146765,3.8853,29375.6,50.44,833.0,114.02,5780.0,1.0,4.438
K00339.01,1.980356674,2.4743,271.9,2.1,1662.0,1808.41,6078.0,1.189,4.29
K00339.02,12.8344771,3.846,281.0,2.55,891.0,149.42,6078.0,1.189,4.29
K00341.01,7.170710381,2.9225,863.3,2.73,890.0,148.09,5497.0,0.941,4.437
K00341.02,4.699652821,2.553,351.4,1.74,1024.0,260.54,5497.0,0.941,4.437
K00280.01,11.87290814,2.5342,332.7,2.25,863.0,131.55,6147.0,1.04,4.412
K03063.01,18.6052046,6.829,242.5,1.94,833.0,113.88,6572.0,1.238,4.365
K03066.01,24.2204192,3.271,806.3,2.1,505.0,15.43,5165.0,0.761,4.599
K03068.01,3.91679553,2.072,161.3,0.85,851.0,123.73,4889.0,0.686,4.637
K00290.01,2.683395376,1.8592,234.7,2.55,1860.0,2833.83,6958.0,1.529,4.195
K02243.03,31.4452709,1.758,531.1,4.55,721.0,63.78,6172.0,1.471,4.198
K00292.01,2.586639524,2.253,217.7,1.44,1328.0,735.48,5780.0,0.966,4.421
K02991.01,1.50179931,3.275,100.1,0.72,1229.0,540.71,5024.0,0.736,4.613
K00281.01,19.55662003,8.087,298.9,2.45,797.0,95.35,5671.0,1.36,4.094
K02994.01,2.03387483,3.097,73.6,1.6,1789.0,2422.92,5282.0,1.899,3.913
K00295.01,5.317440164,2.9331,292.5,1.94,1105.0,351.52,5923.0,1.054,4.377
K00295.02,10.10575764,2.0138,116.8,1.28,892.0,149.4,5923.0,1.054,4.377
K00352.01,27.08239734,5.0119,423.2,3.25,703.0,57.77,5857.0,1.305,4.204
K03646.02,0.512869432,4.015,2313.0,31.12,2185.0,5384.53,5853.0,0.895,4.529
K02997.01,1.33251589,4.216,140.5,1.3,1747.0,2207.85,5701.0,1.068,4.291
K02998.01,28.227413,5.782,1113.4,2.82,565.0,24.03,5858.0,0.849,4.553
K03075.01,4.76559056,2.2,67.5,0.92,1167.0,439.42,5702.0,1.125,4.258
K01236.04,98.353149,24.708,423.0,4.13,552.0,21.96,6366.0,1.697,4.045
K00523.01,49.41121127,5.278,3184.0,6.77,497.0,14.48,5768.0,1.015,4.434
K00523.02,36.8567758,7.495,714.1,2.68,549.0,21.4,5768.0,1.015,4.434
K00090.01,0.828206212,1.737,132.3,3.88,3274.0,27125.5,5812.0,3.227,3.598
K00575.01,24.31574009,4.1344,643.3,2.8,683.0,51.53,6242.0,1.047,4.442
K00421.01,4.454194254,2.3061,16041.5,11.76,1017.0,252.22,5359.0,0.915,4.425
K00477.01,16.54295261,3.8516,726.0,2.31,611.0,32.94,5215.0,0.867,4.518
K00527.01,10.63624422,5.055,231.7,1.58,756.0,77.02,5834.0,0.774,4.591
K00426.01,16.30141333,3.5764,942.3,3.84,805.0,99.08,6072.0,1.138,4.328
K00255.03,7.7333361,2.807,126.9,0.57,479.0,12.41,3780.0,0.511,4.746
K00529.01,2.023123903,1.1829,1288.9,2.87,1266.0,608.26,5559.0,0.803,4.578
K00486.01,22.18332255,5.1364,748.1,2.78,646.0,41.24,5565.0,1.03,4.361
K02342.02,354.78194,6.46,193.0,30.53,325.0,2.62,5798.0,1.525,4.025
K00488.01,9.3789167,3.3427,563.5,2.03,803.0,98.22,5684.0,0.808,4.493
K00082.01,16.145671932,3.7236,941.1,2.48,546.0,20.98,4900.0,0.741,4.602
K00535.01,5.852968845,4.5973,1146.5,3.46,1056.0,293.93,6050.0,1.013,4.45
K00588.01,10.35586478,2.8431,660.9,1.92,620.0,34.93,4646.0,0.778,4.539
K00435.01,20.5498184,5.5484,1564.3,4.04,657.0,44.11,5688.0,0.971,4.415
K00435.02,934.09418462,17.489,8709.6,7.89,177.0,0.23,5937.0,0.832,4.559
K00436.01,199.83920527,4.378,44490.0,21.48,276.0,1.36,5457.0,0.869,4.548
K00072.01,0.837491225,1.796,190.4,1.43,1980.0,3630.32,5676.0,1.044,4.347
K00491.01,4.66229074,3.73,345.4,24.12,1166.0,437.35,6191.0,1.025,4.454
K00540.01,25.70280003,3.1644,5623.8,33.1,562.0,23.68,5532.0,0.835,4.488
K02593.02,9.5539134,5.261,26.8,0.68,1012.0,247.86,6175.0,1.307,4.299
K00082.02,10.31174786,3.1818,275.9,1.34,634.0,38.13,4900.0,0.741,4.602
K00545.01,1.09173174,1.9719,186.9,1.07,1488.0,1153.1,5354.0,0.788,4.587
K00593.01,9.99760285,3.4423,638.7,2.82,860.0,129.18,6004.0,0.977,4.484
K00593.02,90.4117992,7.106,1265.0,3.96,413.0,6.86,6004.0,0.977,4.484
K00498.01,8.661374,2.972,160.1,1.32,945.0,188.16,6250.0,0.986,4.472
K00593.03,51.0674355,4.374,597.5,2.44,499.0,14.69,6004.0,0.977,4.484
K00072.02,45.29422297,6.83,477.1,2.26,524.0,17.75,5676.0,1.044,4.347
K00448.01,10.13958818,2.6446,1155.9,1.68,447.0,9.41,3893.0,0.5,4.758
K00448.02,43.5859419,4.6814,1708.7,2.05,275.0,1.35,3893.0,0.5,4.758
K00502.01,5.91037674,3.421,256.9,1.38,937.0,182.47,5515.0,0.867,4.443
K00082.03,27.4536146,3.747,136.4,0.95,457.0,10.34,4900.0,0.741,4.602
K00503.01,8.22241355,2.71,1468.6,2.28,558.0,22.86,4213.0,0.615,4.658
K00602.01,12.91385906,5.3685,487.9,2.49,849.0,122.66,6253.0,0.997,4.41
K00449.01,252.0792347,3.9808,5582.6,41.07,318.0,2.42,6348.0,1.014,4.434
K00452.01,3.705991661,5.1658,501.4,2.43,1281.0,637.42,6187.0,1.034,4.409
K00505.01,13.76710058,2.9105,684.8,2.24,595.0,29.55,5001.0,0.76,4.582
K00505.02,6.1954595,2.952,296.4,1.37,776.0,85.77,5001.0,0.76,4.582
K00505.03,3.25058201,2.2537,218.4,1.19,962.0,202.09,5001.0,0.76,4.582
K00505.04,8.34819209,2.835,288.9,1.45,702.0,57.48,5001.0,0.76,4.582
K00505.05,87.0912594,7.0,1129.1,2.95,321.0,2.52,5001.0,0.76,4.582
K00082.04,7.07136119,2.757,65.7,0.63,719.0,63.11,4900.0,0.741,4.602
K00331.02,10.52286678,1.911,130.2,23.26,1008.0,243.72,5548.0,1.614,4.038
K00558.01,9.17858526,2.1945,796.5,2.3,753.0,76.14,5506.0,0.788,4.584
K00509.01,4.16696628,2.7535,877.7,2.74,1053.0,291.34,5456.0,0.943,4.45
K00509.02,11.46347165,2.599,1048.6,3.0,752.0,75.57,5456.0,0.943,4.45
K00509.03,39.6034,6.487,572.7,2.22,497.0,14.47,5456.0,0.943,4.45
K00408.01,7.381980206,3.1152,1433.8,3.42,876.0,138.88,5559.0,0.914,4.47
K00408.02,12.56096618,3.7647,923.1,2.74,734.0,68.49,5559.0,0.914,4.47
K00408.03,30.8261043,5.914,742.2,3.18,544.0,20.68,5559.0,0.914,4.47
K00408.04,3.42806306,2.417,178.4,1.21,1131.0,386.14,5559.0,0.914,4.47
K00082.06,22.4098677,2.271,69.8,0.73,489.0,13.55,4900.0,0.741,4.602
K00466.01,9.391039263,2.8386,2895.6,11.73,1068.0,308.13,5944.0,1.498,4.132
K00082.05,5.28691996,2.579,41.5,0.51,792.0,92.97,4900.0,0.741,4.602
K00515.01,17.79421914,4.1918,1549.4,25.27,606.0,31.94,5485.0,0.805,4.574
K04846.02,32.526674,6.842,204.9,1.26,525.0,17.91,5668.0,0.868,4.545
K00471.01,21.34736612,4.184,630.5,3.2,648.0,41.65,5395.0,1.071,4.324
K00471.02,7.81100952,3.231,126.7,1.36,906.0,159.24,5395.0,1.071,4.324
K06707.02,24.7222403,4.53,290.1,1.31,536.0,19.53,5481.0,0.778,4.592
K00084.01,9.286964466,3.3649,691.7,2.1,762.0,79.68,5546.0,0.81,4.575
K07627.01,0.967427812,5.8883,9127.8,29.01,1419.0,956.61,5066.0,0.709,4.625
K00631.01,15.458056682,8.79536,4253.2,9.11,871.0,136.4,5868.0,1.407,4.169
K00683.01,278.1243979,3.978,2297.8,5.86,286.0,1.57,5799.0,1.05,4.408
K07124.02,379.11996,7.22,1107.7,2.74,221.0,0.57,5546.0,0.81,4.575
K07630.01,16.2982201,2.558,199.0,0.78,388.0,5.38,3905.0,0.521,4.736
K00731.01,7.06115081,3.547,1526.9,171.85,886.0,145.61,5795.0,0.848,4.554
K00733.01,5.924993927,2.8874,1608.1,3.15,758.0,77.91,5016.0,0.679,4.641
K00733.02,11.34934848,3.1101,1249.8,2.39,610.0,32.75,5016.0,0.679,4.641
K00694.01,17.42115972,4.9974,928.1,3.11,674.0,48.91,5679.0,0.972,4.487
K00733.03,3.13295351,2.2207,435.2,1.39,937.0,181.84,5016.0,0.679,4.641
K00733.04,18.64349986,1.8491,813.4,2.14,517.0,16.91,5016.0,0.679,4.641
K00408.05,93.803766,2.946,460.1,2.05,375.0,4.69,5559.0,0.914,4.47
K00696.01,7.03380109,6.4185,138.5,2.61,1320.0,718.45,6122.0,1.934,4.019
K00741.01,23.355341391,4.60672,38524.0,21.55,601.0,30.96,5754.0,0.905,4.534
K00701.01,18.16407304,2.9355,943.2,1.98,508.0,15.72,4926.0,0.662,4.653
K00701.02,5.71489692,2.3572,425.9,1.33,747.0,73.38,4926.0,0.662,4.653
K00701.03,122.3858681,7.123,711.1,1.72,269.0,1.24,4926.0,0.662,4.653
K00702.01,1.274840187,14.833,229.2,66.76,2498.0,9187.9,5365.0,2.872,3.669
K00704.01,18.39629744,2.7838,680.2,2.47,582.0,27.09,5316.0,0.804,4.57
K00705.01,1.012672041,3.0512,1197.6,5.89,2337.0,7026.31,6663.0,1.338,4.275
K07621.01,275.07365,3.37,228.9,1.86,303.0,2.0,5604.0,1.187,4.226
K00608.01,25.33709016,9.664,2279.4,3.47,414.0,6.93,4469.0,0.635,4.625
K00610.01,14.28228147,2.6588,983.2,1.82,446.0,9.38,4102.0,0.595,4.675
K00614.01,12.874712426,2.2491,3860.7,11.26,926.0,173.5,5963.0,1.424,4.218
K00667.01,4.305219002,2.6845,9738.6,10.34,1119.0,370.84,5780.0,1.0,4.438
K00104.01,2.508057497,1.1134,1507.6,3.25,997.0,234.06,4780.0,0.761,4.597
K00623.01,10.34973276,4.4859,119.0,1.44,930.0,177.25,6003.0,1.109,4.303
K07638.01,25.0032023,5.498,64.1,1.47,837.0,116.27,6148.0,1.685,4.055
K00673.01,4.41746257,2.965,291.0,3.95,1810.0,2536.07,6570.0,2.297,3.86
K00623.02,15.67750191,5.5082,115.5,1.42,810.0,101.79,6003.0,1.109,4.303
K00623.03,5.59931543,3.8944,84.8,1.22,1142.0,402.39,6003.0,1.109,4.303
K00623.04,25.2100146,6.553,62.1,0.95,691.0,54.06,6003.0,1.109,4.303
K07639.01,1.05569286,1.289,37.5,0.45,1395.0,898.72,4955.0,0.751,4.561
K07633.01,0.73975345,4.2,481.8,2.09,1818.0,2580.0,5271.0,0.935,4.436
K04065.01,372.37369,12.33,666.1,2.68,267.0,1.2,6109.0,1.029,4.455
K04135.01,12.435190544,3.8305,71.9,0.52,545.0,20.93,4756.0,0.62,4.676
K04136.01,2.41750021,4.33,58.2,1.19,1507.0,1221.36,5575.0,1.308,4.189
K04136.02,4.03357434,5.886,66.2,1.23,1270.0,616.04,5575.0,1.308,4.189
K04069.01,13.06243545,3.244,464.3,1.36,527.0,18.25,4522.0,0.655,4.615
K04070.01,0.793663156,0.8244,186.2,1.14,1614.0,1600.85,5077.0,0.825,4.533
K04141.01,0.978046982,2.6137,838.8,129.67,3146.0,23083.37,5100.0,4.569,3.368
K04077.01,0.786260569,4.556,877.1,15.72,1192.0,477.45,4223.0,0.557,4.681
K04150.01,31.3351094,6.071,264.9,1.99,666.0,46.53,6404.0,1.142,4.393
K04084.01,214.881456,9.581,759.2,2.68,286.0,1.59,5323.0,0.995,4.378
K00255.02,13.6032081,2.592,180.5,0.75,397.0,5.85,3780.0,0.511,4.746
K04085.01,0.914468919,2.695,3426.3,36.84,1884.0,2978.16,5762.0,0.989,4.415
K02243.02,8.45805119,2.998,258.7,2.52,1117.0,367.05,6172.0,1.471,4.198
K04087.01,101.1107014,8.029,878.1,1.61,229.0,0.65,4133.0,0.561,4.705
K00435.05,62.3026877,7.509,859.3,3.05,454.0,10.05,5688.0,0.971,4.415
K02175.02,72.3826983,8.279,366.4,4.21,575.0,25.83,5508.0,1.988,3.897
K04021.01,7.23531329,3.338,112.2,1.53,1207.0,501.36,6422.0,1.421,4.219
K04089.01,0.531106622,3.0293,5133.6,7.54,1781.0,2371.49,4978.0,0.762,4.539
K04091.01,225.585245,11.166,754.9,3.71,348.0,3.48,5929.0,1.363,4.243
K04021.02,4.93211932,3.144,50.5,1.02,1372.0,837.01,6422.0,1.421,4.219
K04024.01,8.40693068,1.866,167.1,1.95,1048.0,285.67,5365.0,1.533,4.02
K04035.01,8.8109721,4.822,24048.0,47.94,881.0,142.58,5780.0,1.0,4.438
K02194.02,67.968656,7.948,321.8,1.71,443.0,9.09,5670.0,0.95,4.387
K04108.01,1.33256418,4.701,162.3,0.81,1262.0,602.26,5157.0,0.62,4.641
K04113.01,1.33255441,3.828,106.7,1.12,1743.0,2180.2,6099.0,1.028,4.456
K00435.06,9.91937693,4.326,186.7,1.32,838.0,116.43,5688.0,0.971,4.415
K04116.01,0.783258387,2.2926,328.5,1.28,1559.0,1395.69,5067.0,0.715,4.565
K04050.01,367.95566,21.877,1414.1,3.62,183.0,0.27,4723.0,0.696,4.611
K04126.01,8.10503551,4.459,209.9,1.45,959.0,199.74,6201.0,0.989,4.472
K04128.01,143.196381,10.424,618.1,6.64,380.0,4.95,6007.0,1.06,4.333
K04057.01,9.089151782,3.1886,110.1,4.35,1848.0,2754.19,6729.0,4.099,3.493
K04130.01,0.952374508,3.006,204.8,1.13,1435.0,1006.13,4754.0,0.821,4.508
K07653.01,324.18028,18.15,87.9,2.2,382.0,5.01,5792.0,2.183,3.835
K04209.01,9.9092109,2.552,942.0,2.35,693.0,54.54,5396.0,0.702,4.632
K04349.01,372.72688,12.751,331.7,3.52,326.0,2.67,6148.0,1.615,4.147
K04416.01,56.898749,3.522,514.0,6.33,1107.0,355.22,9189.0,2.692,3.864
K02505.02,12.4246697,44.07,424.0,168.91,1099.0,344.8,6550.0,1.59,4.094
K04352.01,1.8912501,7.648,731.0,23.5,1159.0,427.26,4883.0,0.794,4.523
K04355.01,36.616669,8.62,237.4,1.68,548.0,21.35,5780.0,1.0,4.438
K04355.02,21.131609,13.66,73.5,0.94,659.0,44.45,5780.0,1.0,4.438
K04355.03,81.675841,11.53,143.4,1.31,420.0,7.33,5780.0,1.0,4.438
K04355.04,28.5463574,9.29,153.3,1.35,596.0,29.76,5780.0,1.0,4.438
K04355.05,72.563291,3.088,332.3,1.99,436.0,8.58,5780.0,1.0,4.438
K04426.01,369.13236,10.34,215.9,2.14,328.0,2.73,6282.0,1.449,4.151
K04220.01,0.785473311,1.3911,339.6,1.61,1769.0,2325.64,5356.0,0.871,4.466
K04430.01,0.505111993,0.4053,212.8,1.58,1886.0,2970.58,5262.0,0.783,4.59
K04294.01,0.962590772,1.2569,1021.6,31.51,2026.0,3989.37,6274.0,1.062,4.434
K04295.01,13.3997555,3.534,167.3,1.51,886.0,145.65,6401.0,1.15,4.389
K04443.01,5.67577999,3.554,51.2,1.22,1357.0,802.11,6681.0,1.438,4.233
K07666.01,0.570953851,0.998,76.1,1.01,2464.0,8688.17,6238.0,1.145,4.396
K04226.01,49.564693,8.54,113.5,1.63,588.0,28.19,5907.0,1.442,4.212
K04228.01,0.960842633,2.6441,2022.9,67.53,2808.0,14655.53,7381.0,1.597,4.186
K04299.01,0.980505042,1.4068,426.6,26.35,1904.0,3100.61,5794.0,1.059,4.372
K04301.01,15.604841,4.543,73.4,1.57,1013.0,248.62,6254.0,1.706,4.019
K04366.01,0.762950224,1.133,187.3,1.0,1651.0,1763.73,5385.0,0.731,4.61
K04367.01,170.995748,3.88,477.1,4.9,463.0,10.86,6127.0,1.983,3.991
K04305.01,0.935086665,1.12,71.2,1.18,2431.0,8250.8,6762.0,1.348,4.282
K04371.01,66.373298,8.559,415.0,1.99,471.0,11.59,6143.0,0.976,4.47
K04372.01,6.24564633,2.459,212.0,1.06,731.0,67.62,4858.0,0.707,4.622
K04436.01,0.973160836,0.864,138.3,1.22,1932.0,3303.84,6108.0,1.03,4.466
K04236.01,0.739761008,7.589,292.1,9.67,839.0,117.05,3417.0,0.35,4.9
K04241.01,2.55315031,1.849,185.3,1.25,1312.0,699.7,5970.0,0.908,4.521
K04243.01,1.33254212,3.848,37.4,1.45,2694.0,12477.61,6613.0,2.237,3.87
K04380.01,5.78159956,2.222,72.8,1.7,1475.0,1117.19,6443.0,1.884,4.023
K04174.01,2.11548883,4.008,169.5,1.29,1426.0,978.38,5952.0,0.971,4.489
K07659.01,358.96247,23.49,670.8,2.37,242.0,0.81,5743.0,0.904,4.527
K04177.01,1.089077224,2.705,152.7,1.0,1458.0,1068.22,5118.0,0.83,4.547
K04315.01,0.93373458,4.364,127.7,0.93,1573.0,1446.48,5335.0,0.804,4.577
K04384.01,122.358116,10.768,352.8,2.15,407.0,6.46,5998.0,1.139,4.324
K04249.01,397.73699,11.76,1131.5,3.05,211.0,0.47,5313.0,0.768,4.521
K04250.01,2.17818699,2.686,115.8,1.03,1347.0,776.45,5584.0,0.932,4.428
K04322.01,370.90237,10.558,545.8,1.97,238.0,0.76,5835.0,0.847,4.554
K04322.02,321.55087,5.863,397.0,1.68,250.0,0.92,5835.0,0.847,4.554
K02744.02,11.615625,2.233,191.2,2.84,905.0,158.69,5332.0,1.453,4.083
K04186.01,2.21316437,3.874,116.1,0.95,1374.0,841.98,5921.0,0.83,4.465
K04255.01,6.30558387,2.619,193.1,2.52,1125.0,378.9,4934.0,1.756,3.927
K04259.01,0.909127736,1.431,98.7,0.98,1818.0,2566.87,5486.0,0.996,4.389
K04261.01,1.450889836,1.753,135.7,1.21,1700.0,1970.75,6046.0,1.023,4.423
K02842.03,3.036208739,0.9324,1820.5,1.4,520.0,17.31,3464.0,0.328,4.923
K04193.01,94.180473,7.345,1104.4,4.17,478.0,12.34,6997.0,1.0,4.475
K04197.01,1.33258458,3.222,127.0,1.25,1868.0,2873.72,6384.0,1.086,4.419
K04269.01,26.6565737,4.954,163.4,4.15,903.0,157.45,5159.0,3.062,3.604
K04269.02,4.4408541,8.083,33.9,1.74,1642.0,1719.2,5159.0,3.062,3.604
K04406.01,0.519437968,2.129,226.2,20.48,2402.0,7822.62,6181.0,1.006,4.464
K04407.01,1.33807075,1.425,20.2,0.6,2008.0,3844.97,6355.0,1.319,4.299
K07690.01,2.2430415,3.63,101.1,0.89,1344.0,770.18,5897.0,0.891,4.531
K04617.01,27.4784659,7.5,83.2,1.52,736.0,69.3,5432.0,1.707,3.993
K07691.01,0.570828503,0.915,174.4,0.54,986.0,222.55,3585.0,0.388,4.868
K04553.01,0.909314811,2.2053,40.5,0.99,2503.0,9311.68,6508.0,1.447,4.163
K04624.01,14.0801852,3.402,90.7,1.04,798.0,95.62,5984.0,1.089,4.421
K04697.01,0.512583041,1.498,114.3,1.07,2363.0,7320.09,6077.0,0.999,4.471
K04556.01,21.5819776,13.734,47.6,0.91,746.0,73.01,5601.0,1.342,4.144
K04491.01,114.336052,14.077,239.8,2.09,429.0,8.02,5802.0,1.316,4.218
K04492.01,0.63938062,1.2067,308.0,51.53,2566.0,10289.98,6607.0,1.204,4.363
K04560.01,0.992799002,3.4878,1653.0,40.12,1933.0,3302.31,6217.0,0.989,4.472
K03196.01,4.96061094,2.864,20.4,0.59,1272.0,618.99,6117.0,1.298,4.244
K04495.01,5.93218209,4.507,205.3,1.39,1000.0,235.68,5843.0,0.977,4.474
K00701.05,12.4418003,3.572,78.4,0.57,576.0,26.03,4926.0,0.662,4.653
K04563.01,54.333582,10.545,152.0,1.7,513.0,16.37,5500.0,1.221,4.228
K04638.01,368.48518,11.26,301.8,1.98,283.0,1.52,6140.0,1.096,4.354
K04709.01,3.70858595,1.94,305.4,1.33,995.0,231.84,5420.0,0.771,4.596
K04568.01,0.933747395,4.798,30.9,1.24,2596.0,10738.05,5574.0,2.174,3.818
K07682.01,58.873429,17.487,226471.0,76.18,679.0,50.35,7078.0,1.568,4.192
K04641.01,119.72007,9.48,115.6,1.26,410.0,6.67,5963.0,1.176,4.321
K04572.01,4.60690612,4.176,137.5,0.9,950.0,192.38,5529.0,0.775,4.583
K04573.01,1.50178705,2.936,86.7,0.93,1617.0,1619.24,5964.0,0.987,4.471
K04575.01,201.325036,14.4,125.4,1.98,410.0,6.71,6120.0,1.699,4.093
K04645.01,1.4725859,2.953,84.4,0.93,1662.0,1801.98,6077.0,0.999,4.471
K03196.02,6.88297756,2.065,30.4,0.77,1141.0,400.53,6117.0,1.298,4.244
K04507.01,132.778041,5.624,9036.0,10.38,357.0,3.83,5780.0,1.0,4.438
K04649.01,3.38419892,1.485,228.2,1.2,1074.0,313.79,5613.0,0.795,4.581
K04512.01,0.589458602,0.8278,158.4,0.98,1848.0,2736.51,5286.0,0.776,4.517
K04583.01,330.906041,3.846,740.0,2.05,225.0,0.6,5461.0,0.769,4.589
K04584.01,0.614701901,0.947,131.6,0.82,1656.0,1779.79,4954.0,0.724,4.563
K03185.01,0.934181579,3.943,12.1,0.79,3268.0,26937.31,7624.0,2.152,4.029
K04515.01,397.73781,13.08,460.8,2.2,264.0,1.16,6194.0,1.02,4.457
K04517.01,2.16132662,4.487,112.2,0.5,687.0,52.58,3754.0,0.43,4.818
K04594.01,0.643007769,0.69,68.1,0.35,1070.0,311.13,3925.0,0.421,4.825
K04595.01,0.597018404,0.4778,245.4,1.09,1578.0,1473.77,4985.0,0.63,4.675
K04668.01,15.07277287,0.7794,345.0,1.73,635.0,38.57,5521.0,0.771,4.594
K04670.01,6.80899076,2.077,1192.0,89.29,795.0,94.48,4992.0,0.854,4.483
K04461.01,3.74786694,3.632,80.9,0.89,1176.0,451.72,5957.0,0.971,4.498
K07683.01,0.913244995,0.4931,47.8,0.77,1967.0,3541.46,5923.0,1.049,4.402
K04599.01,0.579770948,1.0377,467.9,2.4,1953.0,3425.06,5561.0,0.854,4.561
K04671.01,0.75499096,2.485,215.8,1.39,1949.0,3403.34,5743.0,0.946,4.466
K03190.01,8.95294046,2.995,44.0,0.86,1012.0,247.66,6047.0,1.207,4.266
K04674.01,4.84350003,3.045,50.2,0.9,1121.0,373.1,5762.0,1.056,4.348
K04463.01,36.7614011,15.982,160.9,1.52,475.0,12.0,5305.0,0.823,4.504
K04464.01,4.373570433,0.623,366.0,1.23,727.0,66.12,4362.0,0.64,4.623
K07677.01,43.0759115,90.95,3452.0,213.46,1032.0,268.5,4766.0,5.915,2.919
K04603.01,15.9513866,2.285,99.2,1.17,849.0,123.03,6451.0,1.168,4.375
K03174.01,0.566800926,4.407,264.5,2.19,2200.0,5563.01,5780.0,1.0,4.438
K04676.01,31.183688,6.14,139.8,3.21,876.0,139.27,5947.0,2.407,3.814
K04677.01,1.33259494,2.783,92.7,0.89,1665.0,1814.46,6063.0,0.918,4.51
K04611.01,1.67495622,2.994,35.9,0.77,1843.0,2732.19,6323.0,1.263,4.296
K03193.01,32.6122381,2.886,1321.4,31.96,570.0,24.92,5780.0,1.0,4.438
K04541.01,8.5291223,3.241,325.4,2.08,911.0,162.94,5543.0,1.111,4.318
K04542.01,1.08906057,2.743,76.2,0.75,1511.0,1235.96,5087.0,0.881,4.463
K04614.01,6.4546845,3.071,69.9,1.38,1244.0,565.72,6474.0,1.362,4.243
K04689.01,1.085229874,0.652,238.1,1.37,1632.0,1675.45,5713.0,0.851,4.554
K04476.01,1.540379557,2.026,76.9,0.81,1581.0,1481.09,5812.0,0.914,4.408
K04905.01,0.739404894,1.753,246.8,0.94,1256.0,589.06,4205.0,0.624,4.635
