transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
2895.01,8.7858955,5.908,3910.0,10.3307,1409.0,656.013,6749.0,1.63,4.17
2897.01,12.0040505,3.95,6890.0,7.9538,826.0,77.3733,5777.0,0.98,4.47
3169.01,4.4814049,1.689,10170.0,13.8048,986.0,156.928,6232.0,1.37,4.25
3172.01,3.0031058,3.4866136,6677.7862161,16.5290691,1821.6142786,2602.2360497,6212.0,1.91287,3.95
447.01,5.5292743,2.542935,17914.4576673,23.5458512,1234.7287098,549.2969498,6350.0,1.26396,4.34
4471.01,3.2432488,3.0748441,17481.8216448,14.5800064,1278.4960939,631.4204214,5778.0,1.09304,4.37783
4694.01,5.629318,1.847,8030.0,14.4974,849.0,86.4308,5885.0,1.53,4.1
4698.01,4.2333233,2.325,10850.0,12.5093,1070.0,217.929,5696.0,1.14,4.33
470.01,12.1914558,3.3188127,2625.0570737,4.6131319,659.6756823,44.7551381,5418.0,0.840971,4.57259
4704.01,2.6875966,1.469,2480.0,13.3886,1132.0,272.867,5885.0,2.24,3.77
3982.01,5.3438948,4.139,6479.0,16.9428,1655.0,1248.08,7469.0,2.3,3.95
4243.01,1.0886286,2.4298631,412.1764427,8.7147619,3762.1392317,47343.510594,6127.0,4.2160501,3.25
4245.01,3.1527177,1.8963737,4102.6968156,5.7168495,1075.6629276,316.3922274,5093.0,0.800841,4.52
4246.01,12.8860009,5.137673,11434.9523427,12.0983571,848.1501366,122.295914,6126.0,1.11324,4.41
4247.01,4.3539599,3.4390219,41586.4865614,23.0280318,1175.6079755,451.4099178,5883.0,1.09523,4.39
4474.01,3.3119026,1.181072,7620.7493837,10.9625327,1198.2496832,487.2033805,5355.0,1.09206,4.33005
4476.01,1.5947535,1.94145,15065.2565497,14.3739674,1652.2561498,1761.2885419,5703.0,1.15986,4.31786
4479.01,1.1589013,1.1688702,3470.6759302,2.6829722,781.5723494,88.1856149,3449.0,0.427389,4.80176
4482.01,2.8164979,2.6896665,19270.727034,14.4894174,1229.1274806,539.3972356,5413.0,1.0130399,4.39994
4719.01,14.3953055,2.87,17315.0,11.615,612.0,23.3681,4850.0,0.77,4.56
4720.01,3.7810832,3.069,8030.0,15.3456,1434.0,702.278,6364.0,1.59,4.14
4009.01,4.3271416,2.382,5340.0,14.5369,1246.0,400.919,5994.0,1.91,3.92
4256.01,1.0962372,2.336,2460.0,15.7533,2496.0,6446.8,6519.0,3.25,3.54
427.01,0.6090253,1.099,6100.0,15.1945,2635.0,8004.34,5271.7,1.02,4.34
4489.01,2.7974757,2.2149132,18699.8504805,12.0149088,1149.3363399,412.3913581,5477.0,0.867368,4.54393
450.01,10.7148661,2.1121584,56325.9173745,14.037554,339.8915287,3.1541502,3054.0,0.422267,4.438
4734.01,6.2356356,5.544,2470.0,9.02698,1397.0,633.344,5854.0,1.76,3.97
4742.01,4.1034672,2.918,6920.0,10.5038,1427.0,689.785,6753.0,1.27,4.39
4273.01,2.9346956,3.447,11160.0,23.898,1793.0,1718.88,6728.0,2.23,3.9
4279.01,2.0976705,3.3618036,2503.6856881,14.488932,2395.3326749,7780.0852689,5914.8,2.7729599,3.59
4283.01,3.0131053,2.207,13660.0,17.061,1585.0,1049.56,6838.0,1.4,4.32
4289.01,2.9757428,4.43,6820.0,18.7018,1817.0,1810.83,6025.0,2.18,3.81
4511.01,20.9040576,5.197,930.0,4.53003,1260.0,419.568,5708.0,1.0,4.44413
4511.02,10.9776867,3.596,860.0,5.76837,1542.0,938.995,5708.0,1.0,4.44413
4743.01,6.2185453,3.122,7840.0,19.4459,1480.0,798.226,7968.0,2.14,4.06
4029.01,5.8850401,3.622,3030.0,6.61503,1142.0,282.509,5712.4,1.18,4.3
4036.01,2.7761628,2.139,1340.0,6.58454,1342.0,538.633,5778.0,1.84,3.92
4037.01,4.7257129,2.701,1740.0,10.5468,1205.0,350.147,6139.0,2.48,3.71
4039.01,4.7308142,3.062,8780.0,9.85689,1154.0,295.429,5777.0,1.05,4.42
4293.01,1.6242109,2.273,17740.0,14.9916,1632.0,1180.41,5705.0,1.06,4.39
4298.01,722.2619756,7.7126298,480.796335,2.7207078,231.3609161,0.6771439,5857.0,1.22059,4.26578
4524.01,0.9260632,1.035,221.0,1.67736,1576.0,1025.84,5640.0,1.11,4.35
4525.01,2.4841975,1.511,10361.0,13.3413,1232.0,383.047,6089.0,1.28,4.28
4527.01,0.3994445,0.8028796,330.8173737,0.9086617,1247.0250186,571.5071504,3702.0,0.485948,4.75
4768.01,7.2644599,3.233,7988.0,15.0763,1295.0,468.187,6617.0,1.64,4.15
4771.01,6.0049484,3.366,8932.0,12.6954,1173.0,315.049,6373.5,1.26,4.26
4774.01,8.6000244,3.974,1620.0,4.55822,1020.0,180.356,5700.8,1.14,4.33
4054.01,17.356719,2.5707102,12730.2717116,9.705386,523.4129662,17.7377655,4697.0,0.760629,4.55
4307.01,32.696666,4.428309,108.5170828,1.3159881,614.7243418,33.7475807,6079.16,1.09843,4.438
4307.02,4.6545798,3.1445137,24.5834929,0.5531037,1177.3025181,454.0182322,6079.16,1.09843,4.438
4314.01,73.580982,2.1441598,347.4450365,3.3991025,703.162429,57.7754894,7802.0,1.76118,4.21386
4530.01,3.6528112,2.8788573,18681.4630568,12.6675004,1095.6337284,340.5513253,5610.0,0.907682,4.51915
4533.01,2.1747824,1.654,560.0,1.79105,1013.0,174.942,4542.0,0.71,4.58
4826.01,5.9730504,4.041,8220.0,13.7408,1262.0,421.342,6137.0,1.41,4.2
4065.01,3.5908038,3.027,6690.0,9.85407,1291.0,462.467,5657.0,1.18,4.3
4067.01,3.6772391,4.2517064,13763.2116365,13.2496189,1244.8918384,567.6066573,5801.0,1.11792,4.36
4070.01,3.1504798,1.096,9210.0,10.0008,876.0,98.0783,5229.0,0.89,4.49
4318.01,1.1343824,1.4445,313.8458861,1.7532446,1578.3530385,1466.6875463,5683.0,0.846842,4.58721
432.01,2.24704,2.713,18890.4,18.1799,1812.0,1793.26,6846.0,1.2,4.23
4323.01,14.6762658,3.2320455,3499.9379734,2.8523348,339.5049488,3.139825,3414.0,0.458861,4.77364
4323.02,21.9692578,3.5662307,7940.6152389,4.1061739,296.7878863,1.8336046,3414.0,0.458861,4.77364
4556.01,3.792456,1.2264922,3553.2788818,1.4571721,414.6491761,6.9862517,3319.0,0.218553,5.03236
478.01,2.921685,3.17791,17562.44572,19.091127,1576.1185868,1458.3996927,6332.0,1.37266,4.26074
4785.01,6.4311106,2.385,5930.0,11.4436,1050.0,202.251,6741.0,1.45,4.27
4083.01,2.0714803,3.108,1660.0,9.7546,2274.0,4440.11,7047.0,2.46,3.85
4085.01,2.8285323,2.7144158,9695.9755103,10.3779772,1208.4765945,504.0504139,5257.0,1.02586,4.37
409.01,6.7992776,1.58,210.0,1.09621,656.0,30.7937,4913.8,0.73,4.54
4331.01,2.9034242,2.154,860.0,6.62177,1351.0,554.218,5992.0,2.25,3.77
4561.01,8.9356558,1.9539147,420.5298106,2.0224563,789.8093802,91.9623692,5631.0,0.851957,4.57723
4571.01,30.3599812,6.0823745,19347.5990647,11.2141216,452.3403225,9.8942349,4815.0,0.795118,4.5293
4798.01,5.5261155,1.873,7330.0,9.00518,792.0,65.4488,4824.0,0.84,4.48
4799.01,4.0234634,3.204,7560.0,12.891,1496.0,832.08,6678.0,1.45,4.26
4094.01,4.9111786,2.6459244,606.3968298,3.4399601,1241.735358,561.8717441,6186.0,1.2372299,4.33
4103.01,12.2740928,3.532,14450.0,12.7514,740.0,50.0141,5674.0,1.05,4.4
4107.01,3.5322939,1.901,2450.0,3.40196,787.0,64.0026,4003.0,0.66,4.59
4343.01,11.5418525,2.9492981,415.9874628,1.8822681,791.2917217,92.6547078,6112.0,0.901955,4.5884
4353.01,718.1809317,2.9233151,973.6269156,1.3653089,206.6824792,0.4312565,3614.0,0.425623,4.80335
4574.01,0.768988,0.512,870.0,2.01326,807.0,70.4453,3734.0,0.54,4.69992
4832.01,2.7805098,1.547,15800.0,8.80341,735.0,48.6261,3949.0,0.68,4.59
4845.01,4.21909,4.9314032,3393.7752478,12.0136223,1508.1261899,1222.564355,5367.0,2.02385,3.79
412.01,1.1096992,2.097,620.0,9.33715,5211.0,122457.0,8666.0,3.13,3.80083
4125.01,4.7155974,3.4748078,11242.4339671,18.3601489,1365.3855665,821.3764221,5873.0,1.5585099,4.08
4358.01,97.6087634,5.5654641,658.8471408,2.3777411,347.8145617,3.4586932,5830.0,0.823673,4.57203
4359.01,2.4360845,2.495,350.0,2.46916,1749.0,1556.22,6529.0,1.32,4.33
4367.01,2.5025812,2.771,807.0,4.90076,2671.0,8453.85,5603.0,0.91,4.49875
4588.01,13.1187746,4.5278413,333.0027831,2.9857871,1181.1005716,459.9054123,7800.0,1.57458,4.31091
4593.01,7.8344688,3.1260803,2017.3628771,3.7973353,683.7010001,51.6399559,4837.0,0.731146,4.60493
4593.02,3.0051929,1.8111648,737.8355831,2.1434355,940.9761542,185.282957,4837.0,0.731146,4.60493
4598.01,8.2003748,2.168,1521.0,15.9053,1337.0,530.919,6011.0,1.76,3.99
3862.01,1.5574603,1.272,3900.0,6.15317,1212.0,358.839,5564.4,0.93,4.46
3868.01,18.565813,3.82,9420.0,7.83236,537.0,13.8526,4671.0,0.79,4.51
3876.01,6.5846694,2.572,22460.0,14.5999,897.0,107.766,5852.0,0.97,4.49
4134.01,0.9135968,1.247,540.0,2.17077,1881.0,2079.14,5987.0,0.89,4.58
4600.01,82.6901439,7.5240298,6529.5765126,6.8236925,344.1684282,3.3159282,5073.0,0.831915,4.53
4600.02,482.8191,10.8504687,6928.144617,6.9087752,672.6687765,48.3867084,5073.0,0.831915,4.53
4603.01,7.2455997,2.734,1106.0,14.2395,1637.0,1192.46,6169.1,2.68,3.65
4607.01,5.5109534,2.411,520.0,3.08109,1121.0,262.935,6404.0,1.31,4.31
3879.01,4.8104679,2.547,1940.0,4.19665,1002.0,167.688,5332.3,0.92,4.47
3882.01,2.071333,2.282,1920.0,6.35115,1632.0,1179.85,6004.0,1.44,4.17
3883.01,7.0080817,3.179,14900.0,13.1807,1033.0,189.492,6307.0,1.06,4.48
3891.01,2.7694074,2.692,1010.0,3.02805,1350.0,551.573,5269.6,0.94,4.44
3892.01,4.5808535,3.488,11480.0,12.4319,1186.0,328.68,5528.7,1.14,4.31
4144.01,16.9020565,5.729,14890.0,11.3763,783.0,62.5724,5442.0,0.91,4.49
4618.01,3.7998536,1.8114914,25455.0849851,13.2670623,782.6461795,88.67126,4133.4,0.759375,4.48806
4622.01,1.2969404,3.4301667,52197.5005433,11.2860342,672.4915576,48.3357374,3003.0,0.463184,4.76981
4624.01,2.7908285,2.2599869,10049.6938823,16.7559488,1705.3403223,1998.7811524,6635.91,1.4707,4.24728
3898.01,8.6789911,3.865,9700.0,11.1545,950.0,135.622,5693.8,1.12,4.35
3902.01,2.9406027,1.167,9820.0,10.835,1003.0,168.01,5464.2,0.97,4.44
3908.01,1.4680992,2.0456598,18506.4662144,25.1682214,1595.4182996,1531.1554281,5433.0,1.10122,4.33
4160.01,4.4427146,3.2966866,12220.1525687,11.7585481,1122.4415956,375.1250027,5754.0,1.04413,4.41
4167.01,14.793901,3.171,8150.0,8.42756,584.0,19.3352,5095.0,0.84,4.52
4169.01,3.4026932,5.23,2900.0,11.5347,1787.0,1695.28,5661.0,2.18,3.77
4402.01,3.6989939,3.1680872,198.9402668,1.6399568,1262.4182224,600.2525597,5811.0,1.15018,4.33357
4408.01,2.054238,1.2287948,1994.0593535,3.5135858,937.7646859,182.7664593,4389.0,0.655595,4.64365
4637.01,14.3540583,2.5122529,1053.0719668,2.8052104,635.2583194,38.4877433,5142.48,0.86465,4.50291
4642.01,3.6022377,1.032552,2229.9856882,1.1671855,427.9661854,7.9279121,3266.0,0.242091,4.99716
3914.01,6.7136512,3.541,11490.0,12.5036,1101.0,244.013,6179.1,1.15,4.39
3929.01,3.4608812,3.608,16514.0,19.0253,1418.0,672.096,5695.0,1.52,4.08
4181.01,0.5992533,2.3197658,24379.9383482,2.9919707,5578.8918184,228935.2995208,31000.0,0.18,5.59998
4187.01,30.8812601,10.7723374,425.1596999,5.2996592,891.0210182,148.9610746,6047.0,2.2319901,3.7899
4418.01,7.6247217,1.972,813.0,2.26441,711.0,42.4746,5343.0,0.82,4.58
4418.02,25.7086236,3.831,1430.0,2.81726,531.0,13.2098,5343.0,0.82,4.58
442.01,4.0520368,1.5605128,5512.4033193,4.9523134,635.4908204,38.5441194,3779.0,0.607751,4.64
4420.01,4.7259317,2.7740362,6309.6615331,16.7543131,1543.7606642,1342.2730931,6203.0,1.85891,3.98
4423.01,1.3875331,2.679,952.0,3.16086,2998.0,13423.0,5678.0,1.14,4.33
4425.01,5.412802,4.5898431,5278.1957566,11.0171044,1346.375787,776.5799485,6468.0,1.47364,4.22
4427.01,4.6182631,2.7008637,20287.618268,13.3976162,964.8475089,204.8121523,5328.0,0.889218,4.50337
4644.01,0.3181853,0.762,480.0,1.78228,1776.0,1654.43,4242.23,0.75,4.5065
4645.01,5.0872348,8.035,4037.0,17.9284,2832.0,10680.9,8972.0,3.02,3.83
4653.01,16.3764188,4.775,1230.0,4.23355,913.0,115.374,6397.0,1.24,4.36
4656.01,3.439221,1.693,5050.0,6.2369,916.0,117.243,5053.0,0.87,4.48
3933.01,1.97549,2.409,5457.0,17.6764,2405.0,5560.11,8523.0,2.46,3.98
3938.01,2.8778095,2.824,4830.0,7.35828,1568.0,1005.2,6131.0,1.05,4.46
4190.01,15.6062307,3.6444849,659.0717891,2.1494954,593.9834944,29.4183635,5067.0,0.816585,4.54195
4191.01,742.8561164,5.6483285,415.3404179,2.2756143,210.8499272,0.4671053,5816.0,1.10194,4.37494
4205.01,5.9056572,4.314,10720.0,11.5383,1332.0,523.023,5076.0,0.97,4.4
4206.01,2.4170503,3.246,7730.0,13.975,1685.0,1340.72,5796.8,1.56,4.07
4431.01,4.8854844,5.2333985,7009.1394983,18.1759557,1576.376555,1459.3547301,5974.0,2.0812199,3.84282
4441.01,4.3745757,4.8649118,8101.7247421,18.8478934,1831.5756099,2659.6250101,7305.0,1.99827,4.05424
4442.01,4.0434287,3.388,8960.0,16.7752,1494.0,827.311,6557.0,1.75,4.08473
4443.01,1.8498567,2.518276,195.4102498,1.7193265,1499.3048942,1194.2103654,5834.0,1.0173301,4.44433
466.01,4.1876154,3.0070217,10906.185708,13.9002369,1361.1997652,811.3504171,6675.0,1.23733,4.20094
3949.01,2.2297524,2.498,8798.0,10.5562,1555.0,970.705,5846.0,1.17,4.32
3951.01,2.1861455,2.42,8780.0,11.5599,1385.0,612.53,5342.0,1.24,4.22
3956.01,2.6686464,1.249,7370.0,12.9106,1190.0,332.941,5227.0,0.9,4.48
4210.01,1.0754208,1.01,4950.0,9.41227,1212.0,358.947,4614.0,1.17,4.16
4219.01,1.1471548,1.403,2670.0,3.90118,1107.0,249.626,3901.0,0.75,4.47
422.01,0.6333372,0.6217089,1063.7800027,4.4957089,2513.555923,9433.5511834,5999.0,1.34655,4.22
4222.01,0.8335712,1.509,3340.0,12.5164,2120.0,3359.53,6158.0,2.09,3.87
4443.02,10.3088724,2.2763645,372.3295802,2.2122841,845.6661185,120.8695,5834.0,1.0173301,4.44433
445.01,0.7649571,1.094,1900.0,12.9538,2971.0,12939.9,6307.9,1.65,3.97
4455.01,1.5449334,1.1043459,4941.8700913,10.7011777,1991.4697226,3717.1991885,6136.25,1.4874001,4.15767
4678.01,4.7743169,2.968,10690.0,12.3583,1096.0,239.866,5549.0,1.18,4.29
4680.01,17.4314043,4.06,8180.0,9.8169,714.0,43.2591,5923.0,1.08,4.4
4683.01,3.0929206,2.248,5640.0,11.6629,1290.0,460.711,5787.4,1.43,4.15
4687.01,3.313358,3.014,6230.0,14.6999,1489.0,817.242,6209.0,1.87,3.97
4223.01,7.2654708,3.568,13930.0,13.0064,1022.0,181.435,5944.0,1.05,4.43
4232.01,1.2247985,1.645,7640.0,8.32531,1670.0,1294.24,5699.0,0.89,4.55
424.01,1.9784257,2.106,720.0,2.02143,1378.0,600.02,5059.0,0.75,4.61
5471.01,4.9017215,2.3,6600.0,15.2294,1099.0,242.247,6329.0,1.78,4.04
5473.01,7.5554044,4.003,6170.0,16.0968,1451.0,736.769,7872.0,2.04,4.09
5479.01,15.1306782,4.204,6030.0,11.9169,772.0,59.008,5799.3,1.52,4.09
5482.01,7.9923268,2.176,5780.0,9.69724,890.0,104.579,5825.0,1.18,4.32
5483.01,3.7702854,2.343,10030.0,16.647,1307.0,485.903,5900.3,1.59,4.06
5709.01,3.3810227,1.9012451,797.2617518,1.4978948,598.9305429,30.41073,3600.0,0.495592,4.74127
498.01,0.2750478,0.5251393,703.0554225,4.0587998,3469.9976486,34263.9733582,6218.0,1.3227299,4.26662
5224.01,5.2819763,5.909,3320.0,14.0062,1706.0,1409.33,6228.0,2.5,3.72
523.01,9.91102,2.981681,6044.13412,7.705774,719.8030598,63.4418379,4692.0,0.941705,4.29723
5495.01,9.6569059,4.278,800.0,2.91617,995.0,162.76,5729.1,1.04,4.41
5727.01,6.3928694,3.7128927,451.9563235,3.3171645,1165.0370206,435.391459,5712.0,1.44969,4.12
4985.01,3.5678072,2.968,17670.0,34.7616,2225.0,4074.35,7819.0,1.71,4.24
4994.01,21.4921464,4.199,5960.0,9.09747,608.0,22.7774,5520.0,1.11,4.34
4995.01,8.7802662,2.45,2140.0,8.87975,851.0,87.107,6124.0,1.88,3.95
5245.01,0.4305826,0.435,15510.0,12.4063,986.0,156.925,3861.0,0.69,4.58
5501.01,24.166804,5.257,4020.0,8.65143,705.0,41.1658,5985.0,1.35,4.22
5504.01,13.2414304,3.989,1430.0,4.4877,865.0,93.077,6062.1,1.2,4.34
5515.01,8.5926333,3.3859708,885.5569232,2.4974696,778.0951063,86.6266934,5494.0,0.835682,4.57761
5737.01,19.4480946,3.5107588,1327.1099723,2.3009285,397.8609983,5.921701,3966.0,0.618273,4.63584
5739.01,8.4306162,5.5823881,182.9089572,2.0500339,1128.3677245,383.1101186,6104.12,1.49138,4.15159
5747.01,0.5734766,0.9004508,818.3903403,1.4969531,988.2507357,225.4185164,3466.0,0.420908,4.80761
5749.01,5.4328364,7.38,1420.0,12.63,1787.0,1693.95,6024.0,3.4,3.43
5001.01,5.069043,4.185,8170.0,13.2155,1542.0,939.466,6763.0,1.51,4.24
5003.01,4.4540914,1.16,9790.0,12.2601,806.0,70.3253,6188.0,1.13,4.41
5009.01,8.1755735,7.683,2870.0,17.9327,2291.0,4574.7,9169.0,3.44,3.73
5017.01,3.3677179,5.049,3070.0,12.6215,1732.0,1495.44,5575.2,2.3,3.71
5259.01,3.0321361,2.078,13790.0,12.5315,1248.0,403.028,6071.0,1.06,4.44
5519.01,5.8512587,1.8417106,1275.0993295,1.3562009,433.308858,8.3312712,3443.0,0.365053,4.86
575.01,19.3721051,3.0859149,3219.5594645,17.4598301,996.6001297,233.1335405,6529.0,1.88186,4.00314
5760.01,7.924204,4.458,8160.0,12.6224,1081.0,226.813,5739.6,1.39,4.17
502.01,2.9412694,1.6223259,2421.3696753,8.8335566,1430.7395644,990.2921795,5642.0,1.21356,4.16735
5021.01,12.975062,6.124,6210.0,11.8674,1125.0,266.841,6480.9,1.5,4.2
5024.01,14.7765802,4.996,4630.0,10.2309,920.0,119.223,6247.0,1.46,4.19
5027.01,10.2436729,2.999,9410.0,11.2818,1035.0,190.912,5845.9,0.96,4.5
5033.01,5.4695364,1.274,1600.0,1.39203,437.0,6.09736,3465.0,0.36,4.86
5284.01,2.0327015,2.019,13040.0,21.5462,1638.0,1195.69,6555.0,1.86,4.03
5287.01,4.1976789,3.829,6960.0,14.6667,1439.0,713.476,6058.0,1.71,4.02
5529.01,8.8652886,3.2904518,1699.9442212,4.2853969,691.3376127,53.9860738,5368.0,0.697439,4.71954
5537.01,22.2897649,12.435,1060.0,8.90212,1096.0,240.104,5772.0,2.77,3.56648
5769.01,1.7548863,1.314,2620.0,5.83196,1244.0,397.807,5589.0,1.08,4.37
578.01,2.0528684,2.6201128,8982.0803562,17.6267405,1909.3436393,3140.923774,6010.0,1.70948,4.13259
5780.01,7.5358996,1.413,15840.0,16.6203,591.0,20.3071,5306.0,1.13,4.29
5035.01,5.8009082,3.175,5130.0,8.06972,1008.0,171.882,5406.0,1.05,4.37
5041.01,0.733892,0.9663799,41803.8414084,12.8031517,910.7685622,162.6122005,3423.0,0.438708,4.79
5043.01,3.8027513,3.148,26100.0,14.5097,1102.0,245.058,5061.0,0.86,4.5
5048.01,1.3583233,1.463,6790.0,13.5621,1487.0,812.252,5604.0,1.56,4.05
529.01,1.665878,4.956738,85643.986097,6.98229,463.5504123,10.9121139,3021.0,0.172,5.10725
5292.01,2.0231137,1.133,44030.0,13.4378,680.0,35.677,3767.0,0.59,4.66
5293.01,2.9304371,1.73,50830.0,11.8933,662.0,31.8905,3692.0,0.5,4.77
5296.01,1.7386091,1.691,18980.0,10.8015,1279.0,444.5,5362.8,0.75,4.65
5305.01,4.4632038,3.659,7210.0,11.6079,1346.0,545.343,5921.4,1.37,4.2
555.01,1.9416366,1.9321358,32945.1347849,11.7569044,857.3252177,127.6742735,3837.0,0.633668,4.72608
5550.01,13.955959,3.293,398.0,2.22304,771.0,58.904,5923.8,1.13,4.36
5552.01,28.6503407,4.4802105,9472.1638799,9.4200991,546.1757094,21.030545,5639.5,0.883211,4.54594
5814.01,6.254395,2.466,1174.0,2.73791,912.0,115.322,4986.0,0.83,4.52
5819.01,3.4200073,1.9339167,746.044174,2.8520931,1170.2620601,443.2548574,5463.0,1.03162,4.39104
5821.01,2.1425095,5.163,7961.0,21.3705,3907.0,38711.5,7893.0,2.02,4.105
5822.01,1.5487245,2.8258531,9869.0318921,14.506178,1884.119256,2978.2047666,5887.35,1.41021,4.16889
5824.01,3.8555897,3.2379644,16813.9237374,13.9654622,1178.6981748,456.1749634,5741.0,1.05268,4.40631
5828.01,1.1951761,2.4,2970.0,4.46821,1957.0,2437.87,5313.0,0.83,4.56
5051.01,3.5980715,2.842,15550.0,14.8005,1021.0,180.551,4708.0,1.13,4.21
5055.01,2.0915616,3.634,2560.0,14.2961,2796.0,10148.1,5551.0,1.62,4.01
5059.01,8.7876771,2.935,20650.0,11.5115,656.0,30.7909,4676.0,0.77,4.54
5308.01,8.34034,3.176,7360.0,16.0764,1055.0,206.357,5444.3,1.67,3.89
5317.01,8.662046,3.278,7070.0,11.1852,920.0,119.291,5981.3,1.31,4.24
5318.01,4.9583217,5.223,5121.0,16.3815,1509.0,862.417,5801.0,2.55,3.64
5323.01,5.8049376,4.055,7130.0,20.5615,1242.0,395.882,5978.2,2.38,3.73
5556.01,0.7195712,1.7575219,159.6403985,1.6108417,2301.9399951,6635.8566598,5910.0,1.2550499,4.27216
5559.01,2.1408063,1.569,628.0,2.59639,1267.0,428.205,5372.0,1.0,4.40929
5566.01,14.5814997,5.489,5490.0,9.70874,905.0,111.563,5830.0,1.32,4.22
5791.01,2.2906144,1.949,1390.0,4.657,1400.0,638.802,5651.0,1.22,4.27
5073.01,3.1393667,3.957,11087.0,15.9004,1597.0,963.197,5653.4,1.52,4.08
508.01,4.6117328,4.065,11890.0,18.7958,1722.0,1460.67,7346.0,1.67,4.14208
5080.01,9.72665,4.584,2287.0,7.23871,1214.0,361.739,5583.6,1.45,4.11
5327.01,4.6671176,2.378,14940.0,11.4089,937.0,128.159,5377.0,0.91,4.48
5331.01,22.7545332,3.262,14960.0,11.7908,526.0,12.7448,5580.0,0.93,4.5
534.01,4.0350444,2.8526163,11850.4722606,12.5330606,1233.1730452,546.5338871,5945.0,1.1370699,4.46721
5801.01,3.067816,2.1103325,34536.7848173,11.7996868,744.0760606,72.441983,3965.0,0.636572,4.62
5808.01,7.1701672,2.859,731.0,2.37279,994.0,162.379,5707.0,0.94,4.5
5812.01,10.1466193,5.519,8161.0,11.2199,1063.0,212.215,5660.0,1.22,4.27
5086.01,2.9956366,2.287,7778.0,13.1937,1552.0,963.566,6135.5,1.4,4.21
5088.01,10.3883213,4.056,822.0,3.76664,1611.0,1120.27,5638.7,0.87,4.56
5088.02,13.4155226,3.665,550.0,1.53506,782.0,62.2227,5638.7,0.87,4.56
5095.01,3.4845543,0.9158601,13705.5317992,4.2083193,447.8143065,9.5041407,3204.0,0.290216,4.93668
5346.01,3.9783327,2.643,10890.0,12.3611,1297.0,470.153,6441.1,1.18,4.41
5356.01,3.1948695,3.786,4600.0,13.3231,1812.0,1793.16,6577.4,2.0,3.97
5585.01,1.8434549,1.444,4360.0,8.05828,1618.0,1139.02,6457.2,1.14,4.44
559.01,6.9839072,5.076,10050.0,12.2398,1249.0,404.915,5972.0,1.21,4.31
5595.01,5.9900508,2.104,3680.0,4.71645,621.0,24.7628,4119.0,0.74,4.51
5596.01,0.3642961,0.689,3430.0,15.3432,2276.0,4454.77,6164.3,2.17,3.83
5836.01,8.4498763,1.773,71390.0,11.6649,350.0,2.51961,3330.0,0.41,4.82
5102.01,0.4522013,0.5773712,15351.6498068,7.9172286,1326.2779363,731.2387223,3739.0,0.633946,4.6228
5103.01,4.9898664,1.037,1850.0,9.128,1001.0,167.032,6242.0,1.63,4.09
5358.01,2.6599132,2.163707,1258.8468444,3.4087339,994.79316,231.4473239,4636.3,0.802524,4.5
536.01,9.2432303,2.4045872,10879.9770333,15.3965057,935.3230728,180.8704391,5880.0,1.2998101,4.47813
5360.01,4.0107869,0.829,8290.0,24.4253,913.0,115.574,6175.1,1.38,4.23
5364.01,1.4466879,0.952,690.0,12.418,1379.0,600.438,6332.0,4.28,3.27
5608.01,6.4424263,2.604,1430.0,3.14002,769.0,58.2235,4661.0,0.8,4.5
4850.01,7.6778159,3.492,6370.0,17.73,1422.0,680.523,5938.0,1.19,4.32
4852.01,7.2307407,4.646,7940.0,13.364,1570.0,1009.89,7747.0,1.43,4.39
486.01,1.7447031,1.066,160.0,0.591815,896.0,107.262,3445.0,0.43,4.85243
5120.01,24.9163182,6.745,6260.0,12.0398,745.0,51.1862,5778.4,1.47,4.12
5124.01,1.0754572,1.832,690.0,8.40705,2156.0,3593.53,6290.0,3.29,3.49
5128.01,7.6014943,3.018,1898.0,9.00796,1312.0,492.37,7642.0,1.99,4.09
5383.01,2.8114961,3.35,90.0,1.39962,1943.0,2368.07,6768.0,1.47,4.26201
5389.01,10.4014008,2.3998128,43141.3479042,8.8111557,382.7938065,5.0743522,3526.0,0.421428,4.80713
5626.01,716.2159783,2.267,9757.0,9.73397,428.0,5.58002,5699.0,0.98,4.46
4870.01,1.8119168,2.618,5510.0,8.20112,1936.0,2335.94,6146.0,0.96,4.54
4874.01,2.2866856,2.881,3720.0,14.738,2382.0,5350.8,8277.0,2.41,3.98
4877.01,5.2220526,4.243,4850.0,12.0807,1524.0,896.671,6718.0,1.67,4.15
4878.01,4.728422,1.398,10770.0,13.0542,773.0,59.5611,5655.8,1.18,4.29
5130.01,2.1667786,4.416,282.0,1.77975,2301.0,4654.09,6224.0,1.2,4.36
514.01,11.3909685,3.8062467,16337.7657792,11.1984741,667.4487415,46.9021418,5027.0,0.875936,4.51935
5390.01,15.0619708,3.2914107,2775.349458,4.687483,661.4248635,45.2317163,5441.34,0.890607,4.51596
5401.01,6.8291029,9.8781473,815.4832965,12.9127343,2798.2279931,14489.4996714,9333.0,4.3379302,3.53807
5631.01,2.2438471,2.574,10310.0,14.2892,1690.0,1356.33,6458.0,1.33,4.31
5635.01,25.0577354,4.741,3500.0,5.30323,664.0,32.4574,5954.0,0.87,4.59
5637.01,17.7916498,6.405,1550.0,5.67639,905.0,111.663,5803.0,1.43,4.14
