transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
939.01,7.6107227,4.249,12.4861,6159.5,1.53
6955.01,5.1185703,6.274,11.7972,6547.8,2.55
6958.01,5.9815745,2.5574444,13.6663996,4403.0,0.667127
6963.01,8.8349261,6.2442811,9.0595904,3303.0,1.1499799
6966.01,2.1659522,1.5926216,2.9108183,6194.54,1.30635
7203.01,5.7351935,2.927,9.87741,5042.0,0.77
721.01,12.2877358,4.445,2.09232,6008.62,1.3
7212.01,75.6979471,6.261,6.79508,5422.0,0.91
7214.01,8.9093753,4.595,13.9451,6375.0,1.65
7216.01,3.1243759,3.93,12.9639,5477.0,1.71
7217.01,3.9859545,3.729,13.1539,5566.0,1.71
K2-329 b,12.4551225,3.621,8.675766,5282.0,0.822
K2-66 b,5.06963,4.71,2.49,5887.0,1.67
K2-32 b,8.992,3.488,5.299,5271.0,0.86
K2-32 c,20.66093,4.35,3.134,5271.0,0.86
K2-265 b,2.36902,2.3088,1.70824866,5420.0,0.92
Wolf 503 b,6.00127,1.33,2.043,4716.0,0.689
K2-59 b,20.6921,2.76,2.41,5055.0,0.731
K2-258 b,19.0921,6.0,3.0,6351.0,1.31
K2-290 c,48.36685,8.14,11.276254,6302.0,1.511
K2-295 b,4.024867,2.4984,10.054473,4444.0,0.7
K2-136 c,17.30713,3.449,3.0,4500.0,0.677
K2-136 d,25.575,3.04,1.565,4500.0,0.677
EPIC 248639411.01,3.577394,1.7,3.05,4626.0,0.799
K2-351 b,7.806164,2.78,2.54,5769.0,1.05
K2-47 b,31.6372,4.0,1.89,5054.0,0.76
K2-290 b,9.21165,4.96,3.06,6302.0,1.511
K2-245 b,11.89307,4.2,4.34,5793.0,1.25
K2-242 b,6.51389,2.0,2.54,3459.0,0.37
HD 73344 b,15.611,3.304,2.884,6252.6,1.22
K2-32 e,4.34934,2.671,1.212,5271.0,0.86
K2-99 b,18.24783,11.1,11.88151954,6069.0,2.55
K2-241 b,26.8199,4.1,2.55,5262.0,0.75
EPIC 206032309.01,4.1107634,1.31,1.01,2989.0,0.18
K2-32 d,31.71701,4.888,3.484,5271.0,0.86
K2-136 b,7.9752,2.67,1.014,4500.0,0.677
K2-253 b,4.00167,2.1,12.67,6027.0,1.1
EPIC 246947582.01,21.371372,6.6,16.514,4692.0,1.14
EPIC 212297394 b,2.289363,1.88,1.48,5171.0,0.8
K2-75 b,7.8142,5.48,2.67,5995.0,1.56
K2-75 c,18.311,6.42,2.77,5995.0,1.56
K2-77 b,8.2000844,2.544,2.4996027,5160.0,0.792
EPIC 205990339.01,19.44212,2.27904,22.0,3864.0,0.35
EPIC 212297394 c,5.213965,2.62,2.27,5171.0,0.8
K2-87 b,9.726618,4.56,7.6,5747.0,1.401
K2-252 b,13.81513,3.6,1.74,5152.0,0.82
EPIC 226042826.01,3.128977,3.3,1.282,5140.0,0.976
EPIC 201164625.01,2.71189,3.1008,4.34,6402.0,3.16745
K2-292 b,16.9841,3.66,2.63,5725.0,1.09
K2-230 b,2.86041,2.6,1.96,5945.0,1.39
K2-255 b,1.96417,1.1,2.9,4676.0,0.69
EPIC 204489514.01,10.2236,10.3992,132.0,6960.0,2.04
EPIC 201111557.01,2.30183,1.9008,1.12,4616.52,0.762602
EPIC 249599275.01,11.29231,2.9,2.348,4660.0,0.689
EPIC 211892082.01,10.90364,2.4,2.214,3929.0,0.59
K2-225 b,15.8723,6.192,3.60929179,5520.0,1.7
K2-49 b,2.77065,2.307,1.93,4175.0,0.45
EPIC 201569483.01,5.7968861,2.57,24.2,4721.0,0.72
EPIC 206532093.01,2.2021868,6.27,56.5,5695.0,0.96
K2-59 c,11.2954,1.75,2.3,5055.0,0.731
EPIC 212035441.01,2.714743,1.6,1.198,3634.0,0.415
K2-354 b,3.793306,1.53,1.56,3669.0,0.41
EPIC 205947214.01,54.169832,4.23,22.0,3836.0,0.55
EPIC 202634963.01,28.707623,3.61,21.2,5838.0,1.03
EPIC 201729655.01,9.321691,3.6,17.325,5089.0,0.678
EPIC 211408558.01,9.967689,4.3,2.005,5882.0,1.031
EPIC 202086291.01,2.4343734,7.44,61.4,5568.0,0.9
EPIC 201521212.01,19.565799,5.3,6.412,4486.0,0.854
EPIC 246061904.01,7.084267,3.0,3.848,4572.0,0.765
EPIC 212746655.01,34.383193,3.7,2.856,5666.0,0.972
EPIC 202126888.01,1.84617,3.0,2.14,3252.0,0.21
EPIC 211673349.01,4.894289,2.1048,4.1,4440.0,0.686
EPIC 204312847.01,24.193613,7.54,30.7,5457.0,0.87
EPIC 247226616.01,2.419472,5.8,36.563,6830.0,2.476
EPIC 249236972.01,17.818211,3.0,2.77,3878.0,0.689
EPIC 250045116.01,35.960194,4.0,2.45,4090.0,0.672
EPIC 212535959.01,17.732736,8.7,23.212,5650.0,1.684
EPIC 203929178.01,1.153886,2.7696,99.0,6841.0,1.8
EPIC 204576757.01,23.277669,4.75,32.8,4379.0,0.68
EPIC 246061904.02,20.676056,3.9,3.302,4572.0,0.765
EPIC 246088339.01,2.988541,2.4,3.504,5761.0,1.023
EPIC 206135075.01,54.976021,5.9,39.1,6333.0,1.41
EPIC 249476992.01,7.943604,3.3,1.992,5498.0,0.87
EPIC 207389002.01,2.931226,4.74888,90.0,6097.0,1.12
EPIC 211438731.01,20.486455,2.0,2.762,3664.0,0.371
EPIC 201127519.01,6.17887,2.5008,8.84,4719.28,0.849432
EPIC 201488365.01,3.3643115,7.4,85.6,6240.0,1.32
EPIC 212036875.01,5.169887,1.5504,9.1,6830.0,1.45
EPIC 211711685.01,15.462807,4.0,1.266,5509.0,0.919
