transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius,ra,dec,source,isPlanet
4028.01,3.9589142,2.42,15.2242,5963.0,1.22,355.230606,69.974452,TESS,1
4044.01,4.1508803,2.256,8.31799,4460.0,0.73,256.664332,63.778535,TESS,0
4293.01,1.6242109,2.273,14.9916,5705.0,1.06,302.978454,-49.001569,TESS,1
4298.01,722.2619756,7.7126298,2.7207078,5857.0,1.22059,35.988175,-34.109932,TESS,1
4515.01,15.2664658,2.6673792,12.2663968,5420.82,0.874078,21.186178,21.513064,TESS,1
4524.01,0.9260632,1.035,1.67736,5640.0,1.11,49.178124,15.656354,TESS,1
4766.01,1.9326573,1.6191056,10.5088307,4909.0,0.861743,117.097528,2.111455,TESS,1
4770.01,1.9491813,3.119,15.8333,6472.0,1.36,111.76498,-32.185807,TESS,1
4775.01,2.4732088,2.244,15.4982,6643.0,1.87,110.784874,-22.439744,TESS,1
4777.01,2.9588764,2.682,14.8585,6041.0,1.13,122.05312,-9.487219,TESS,1
4047.01,4.5029619,4.169,9.44788,8103.0,1.77,351.605114,68.03607,TESS,1
405.01,1.7560902,1.763,7.52118,6249.0,1.29,101.909492,-66.328317,TESS,0
4306.01,2.7299049,0.8257288,1.3513606,2887.0,0.155498,64.13091,-28.315791,TESS,1
4307.01,32.696666,4.428309,1.3159881,6079.16,1.09843,81.327498,-75.693734,TESS,1
4307.02,4.6545798,3.1445137,0.5531037,6079.16,1.09843,81.327498,-75.693734,TESS,1
431.01,12.4610086,3.3195777,3.2809492,4891.0,0.726632,83.26925,-26.72387,TESS,1
431.02,0.4900589,1.0123328,1.4741529,4891.0,0.726632,83.26925,-26.72387,TESS,1
4534.01,2.849282,1.907,4.75272,4279.0,0.74,333.751879,-17.2508,TESS,1
4535.01,4.0984741,2.323409,14.8366922,5198.0,1.0639499,52.342055,22.299349,TESS,1
4817.01,3.190373,2.684,12.0669,3722.0,0.6,111.092717,-44.032701,TESS,0
4819.01,1.5889429,1.183,14.0293,5150.0,0.8,124.904596,-43.057211,TESS,1
4820.01,27.1358856,4.11505,10.9270095,6315.0,1.33332,128.611432,-30.585959,TESS,1
4821.01,5.469359,2.119,12.6725,7182.0,1.61,122.427886,-42.156819,TESS,1
4822.01,4.4712213,3.771,15.8899,7586.0,1.71,125.826083,-43.693856,TESS,1
4069.01,2.7240303,1.649,10.9383,5366.0,0.93,252.593952,16.982718,TESS,1
4316.01,20.2730282,3.651,10.4386,5742.0,0.86,126.5535,12.281851,TESS,1
4317.01,358.2825093,4.1416672,3.8800495,4354.29,0.865987,38.31042,1.69093,TESS,1
4322.01,13.4190972,5.209244,2.4168515,5914.2,1.20531,73.7411,-41.34421,TESS,1
4544.01,8.2000875,2.4601181,2.7997542,4865.6,0.793476,55.228521,12.572448,TESS,1
4553.01,20.3129649,7.1852402,10.8026737,6490.0,1.4658999,278.186572,43.25282,TESS,1
4779.01,10.7490194,2.256,11.4707,5424.0,1.14,102.329632,-43.739862,TESS,1
478.01,2.921685,3.17791,19.091127,6332.0,1.37266,100.158863,-27.571261,TESS,0
4788.01,4.3930669,2.33,14.0261,6328.0,1.32,104.439613,-40.307924,TESS,1
479.01,2.7817379,2.1508237,12.6841023,5600.0,1.02095,91.089719,-16.96539,TESS,1
4085.01,2.8285323,2.7144158,10.3779772,5257.0,1.02586,281.83562,26.417834,TESS,1
409.01,6.7992776,1.58,1.09621,4913.8,0.73,104.181674,-60.687954,TESS,0
4092.01,7.495973,5.366,12.6471,5667.0,1.41,258.431157,81.004051,TESS,1
4330.01,3.3513304,2.739,17.7728,4886.0,8.71,220.350188,-33.950483,TESS,0
4331.01,2.9034242,2.154,6.62177,5992.0,2.25,231.248546,-40.216633,TESS,1
4332.01,5.4468377,3.303,4.39864,6793.0,1.68,209.699173,-40.619073,TESS,0
4339.01,1.2540806,1.3435517,10.3493319,3455.0,0.399724,212.92874,-29.973981,TESS,0
4560.01,3.7634028,2.5259027,2.4144238,6491.0,1.89742,127.832228,-68.0239,TESS,1
4804.01,5.0648401,3.009,8.28506,6675.0,2.62,110.163384,-29.951583,TESS,1
4103.01,12.2740928,3.532,12.7514,5674.0,1.05,289.751203,82.875584,TESS,1
4346.01,3.9077116,9.5278364,1.5722799,3917.0,0.64011,86.01889,-66.359097,TESS,0
4347.01,35.3573239,6.8669784,4.0299536,7607.0,1.56285,84.193559,-24.031219,TESS,1
4350.01,4.8759656,3.3372737,1.4450569,5937.0,1.1487499,32.883907,-76.107434,TESS,1
4352.01,11.8918633,4.78248,1.692303,5461.0,0.834552,346.832823,-60.084972,TESS,1
4574.01,0.768988,0.512,2.01326,3734.0,0.54,312.065404,24.484549,TESS,1
4833.01,3.6520005,3.638,12.1216,7194.0,1.69,131.897866,-21.859336,TESS,1
4113.01,22.1575175,3.374,2.17495,5174.0,0.79,283.889684,71.400671,TESS,1
4117.01,25.0930011,5.5344286,10.3058363,5775.0,1.33728,246.202805,60.965502,TESS,1
4119.01,5.201975,1.175,9.15316,4950.0,1.18,246.270436,73.283495,TESS,1
4121.01,2.8622679,2.646,18.4047,7167.0,1.49,267.707093,16.774858,TESS,1
4357.01,1.8141215,4.6006154,1.3180464,5789.58,1.12713,106.913225,-66.406577,TESS,0
4367.01,2.5025812,2.771,4.90076,5603.0,0.91,202.167147,-61.83472,TESS,1
4595.01,3.7705865,3.9149764,15.822462,5897.0,1.38188,291.275663,47.329511,TESS,1
4596.01,4.1194175,2.057,2.68492,5598.0,0.98,98.707848,27.388017,TESS,1
3862.01,1.5574603,1.272,6.15317,5564.4,0.93,185.900563,50.544625,TESS,1
3871.01,4.754432,2.147,11.4372,5491.7,0.94,175.145084,28.549579,TESS,1
3876.01,6.5846694,2.572,14.5999,5852.0,0.97,193.898669,57.141015,TESS,1
4128.01,1.9795413,2.088,4.77367,5275.0,0.92,128.261476,82.024762,TESS,1
4130.01,6.269716,3.696,3.86288,4812.0,1.08,116.069722,68.826258,TESS,0
4138.01,3.660032,4.7853014,17.5565568,5988.0,1.88626,227.532153,72.710313,TESS,1
4373.01,5.9422824,1.911,5.90656,7217.6,1.63,203.175914,-65.241367,TESS,1
4379.01,3.2535266,5.1881112,16.5212632,6368.0,2.06072,252.047881,-32.433753,TESS,1
4602.01,3.9813082,3.1,2.36323,6011.9,1.16,60.600332,31.329835,TESS,1
4603.01,7.2455997,2.734,14.2395,6169.1,2.68,83.865929,21.294242,TESS,1
4609.01,2.6921752,3.246,16.0682,7461.4,1.68,70.374204,21.257733,TESS,1
4612.01,4.1137862,5.235,15.0368,6327.0,1.88,92.664023,30.957133,TESS,1
4149.01,3.2928068,2.107,11.9432,5037.0,0.91,61.055097,75.496655,TESS,1
4155.01,3.3207642,2.487,3.02356,6142.0,0.95,325.636227,77.734384,TESS,1
4386.01,2.0134389,1.211,5.85423,8127.0,1.75,246.621368,-63.457879,TESS,1
4399.01,7.7121208,2.4343481,3.004038,5985.4,1.08958,287.741144,-60.272636,TESS,1
4618.01,3.7998536,1.8114914,13.2670623,4133.4,0.759375,99.897992,25.482401,TESS,1
4626.01,17.4756122,2.895,2.65592,5387.2,0.84,205.513548,-48.466443,TESS,1
4629.01,714.6970956,5.6919436,2.491011,6324.0,1.12577,275.943112,-68.34495,TESS,1
463.01,2.53405,1.944,26.5362,6497.8,1.65,48.957233,-32.802396,TESS,0
3898.01,8.6789911,3.865,11.1545,5693.8,1.12,199.816742,18.914216,TESS,1
3899.01,5.2077671,2.369,2.66176,5522.5,0.92,213.902139,57.821472,TESS,1
3909.01,3.5115357,3.527,12.81,5490.8,1.35,222.163355,53.834829,TESS,1
4163.01,21.5615248,5.73,7.76454,5644.0,1.28,290.057677,73.989657,TESS,1
4168.01,29.3821476,2.9371293,14.7329776,6016.0,1.1547199,173.833691,79.413053,TESS,1
4400.01,7.0642486,3.6816469,19.7963184,5478.8,1.63563,317.159425,-55.56516,TESS,1
4406.01,30.083503,3.9858103,12.1275255,5906.5,1.41293,18.048516,-56.925387,TESS,1
4409.01,92.4918048,6.8943594,7.7703331,4930.5,0.732008,81.818658,-54.946098,TESS,1
4411.01,13.7748361,4.454,2.67656,6266.98,1.47,126.896827,11.667413,TESS,1
4632.01,63.1448519,4.9925509,2.8828549,4152.0,0.702045,276.862418,45.454489,TESS,1
3920.01,2.317939,1.676,15.7376,5770.0,1.25,336.69079,57.434162,TESS,0
4182.01,27.848697,3.519,2.77036,5399.6,1.56,45.914751,-69.747697,TESS,1
4183.01,11.7915574,1.6063345,3.2687802,6407.0,1.24512,329.829884,-19.7446,TESS,1
442.01,4.0520368,1.5605128,4.9523134,3779.0,0.607751,64.190221,-12.084864,TESS,1
4645.01,5.0872348,8.035,17.9284,8972.0,3.02,230.71059,-59.835375,TESS,1
4654.01,10.6936683,2.411,12.2512,5820.0,1.14,321.394406,-21.79841,TESS,1
4656.01,3.439221,1.693,6.2369,5053.0,0.87,2.911029,-38.010267,TESS,1
3938.01,2.8778095,2.824,7.35828,6131.0,1.05,333.663387,68.685313,TESS,0
3943.01,5.5613023,5.64,10.4506,5607.0,2.27,309.768437,61.459062,TESS,1
419.01,0.4038426,1.0592218,1.442393,4119.1,0.555,104.153958,-59.181309,TESS,0
4190.01,15.6062307,3.6444849,2.1494954,5067.0,0.816585,40.92402,-28.343988,TESS,1
4441.01,4.3745757,4.8649118,18.8478934,7305.0,1.99827,276.123535,32.065393,TESS,1
466.01,4.1876154,3.0070217,13.9002369,6675.0,1.23733,101.994246,-21.910711,TESS,1
3955.01,3.1274951,2.5639391,17.6985303,6457.0,1.41321,346.156393,56.731648,TESS,1
3956.01,2.6686464,1.249,12.9106,5227.0,0.9,229.220096,51.397855,TESS,1
3959.01,3.8426038,2.022,12.7873,7032.0,1.66,319.7272,65.329264,TESS,1
396.01,5.9739124,3.1235464,2.3917735,6308.31,1.2845,42.984978,-30.814061,TESS,1
396.02,3.58529,2.495,1.77141,6308.31,1.28,42.984978,-30.814061,TESS,1
396.03,11.2304605,3.6009978,2.0754665,6308.31,1.2845,42.984978,-30.814061,TESS,1
3960.01,3.2399875,2.749,13.613,5521.0,0.97,238.857937,67.042986,TESS,1
4217.01,1.1870337,2.7329029,10.6747149,6325.0,1.15885,112.729853,-28.684266,TESS,0
4219.01,1.1471548,1.403,3.90118,3901.0,0.75,113.982909,-30.748181,TESS,0
4446.01,2.4552388,1.7323271,12.9928631,3792.0,0.614823,292.872929,41.064173,TESS,1
4447.01,4.1596197,2.4127131,9.3574411,4230.0,0.711036,172.872285,71.081486,TESS,1
4450.01,10.6925011,3.491,4.01292,5844.0,1.15,306.137819,87.071156,TESS,1
4675.01,3.5779775,1.795,2.15124,3991.0,0.61,50.542788,-4.111673,TESS,1
4676.01,13.291966,2.48,8.65633,5042.0,0.9,62.72425,-49.383201,TESS,1
4683.01,3.0929206,2.248,11.6629,5787.4,1.43,81.1665,1.757343,TESS,0
3962.01,3.3501179,1.651,17.5987,6238.0,2.57,355.081093,62.136748,TESS,1
3972.01,10.511362,3.112,11.935,5908.0,0.92,9.305074,61.205097,TESS,1
3977.01,23.2547644,7.935,10.7553,5627.0,0.88,231.126555,46.694516,TESS,1
5474.01,8.4332312,8.47,11.5473,5874.0,2.45,92.511344,32.943648,TESS,1
5477.01,5.8936518,2.217,8.37476,5508.0,0.82,84.979951,14.303023,TESS,1
5481.01,3.9315754,3.427,9.60432,6032.1,1.32,121.176804,13.413841,TESS,1
571.01,4.6418435,3.8566772,12.6031793,5743.0,1.41374,135.344358,6.097083,TESS,1
5721.01,729.4823472,6.9397715,3.330945,5881.4,1.00725,156.749744,30.700545,TESS,1
4968.01,2.2355936,3.8169843,19.1583617,6731.0,1.74519,199.154488,-59.030514,TESS,1
5237.01,2.9889845,1.858,17.7415,6002.0,1.42,297.495261,29.891252,TESS,1
5487.01,4.6549271,4.06,9.1871,5706.0,1.56,126.357833,25.20762,TESS,1
5494.01,2.0760349,2.043,4.92939,5386.0,0.96,110.662796,16.865756,TESS,1
5729.01,554.4989676,2.9052363,3.8883371,3870.0,0.423548,151.210123,69.164969,TESS,1
5735.01,2.1208156,0.8427764,0.837844,3222.0,0.210908,147.125026,77.389748,TESS,1
4988.01,2.3696548,1.8925768,21.171114,3986.0,0.697237,112.460205,-51.990765,TESS,1
4989.01,3.429078,1.795,21.1656,5654.0,1.85,256.799859,-64.547055,TESS,1
5240.01,4.1793301,5.161,16.1603,7349.0,2.31,293.083789,34.940397,TESS,1
5506.01,19.5862903,6.924,19.398,5986.0,1.23,181.339963,-12.263451,TESS,1
5509.01,5.7656076,2.955,9.12778,5638.4,1.08,139.182024,14.592401,TESS,1
5511.01,4.7174703,1.205,5.77392,3628.0,0.51,141.997153,4.213192,TESS,1
5749.01,5.4328364,7.38,12.63,6024.0,3.4,309.954211,68.720161,TESS,1
5011.01,2.6060495,1.6531467,6.7707607,4471.0,0.78826,197.361763,-81.962957,TESS,1
5017.01,3.3677179,5.049,12.6215,5575.2,2.3,260.016954,-67.444612,TESS,1
5258.01,0.5919629,1.0,9.90447,6337.0,1.85,163.757949,67.043652,TESS,0
5520.01,14.69808,3.7370696,3.177884,4362.0,0.733789,157.935686,0.937278,TESS,1
5520.02,19.4834833,4.6663301,3.5483433,4362.0,0.733789,157.935686,0.937278,TESS,1
5521.01,18.5146638,1.337,6.56184,6379.0,1.35,176.481442,11.37083,TESS,1
5525.01,2.7521595,0.9607827,1.3820795,3288.0,0.418181,57.875185,9.727861,TESS,1
576.01,5.4435354,3.5,7.30242,6313.0,1.25,144.875105,-20.982419,TESS,1
5763.01,6.9541458,4.077,15.5368,5917.0,1.78,38.768278,69.23472,TESS,1
5018.01,6.5859565,1.553,5.98453,6353.0,1.41,267.208534,-67.058468,TESS,1
5021.01,12.975062,6.124,11.8674,6480.9,1.5,230.10612,-77.358859,TESS,1
5272.01,5.0135727,4.396,9.19425,5930.0,1.56,307.952689,48.232153,TESS,1
5284.01,2.0327015,2.019,21.5462,6555.0,1.86,298.748378,36.162883,TESS,1
5285.01,4.3852176,2.188,10.2627,4076.0,0.76,340.969106,-1.83855,TESS,1
5536.01,3.1479748,2.391,6.17795,6555.0,3.22,67.324162,26.163578,TESS,1
554.01,7.0491608,3.5024531,2.8464941,6337.87,1.42717,60.748336,9.207768,TESS,1
5037.01,4.1245473,3.4302475,17.7780627,6433.0,1.3291301,234.548332,-71.927874,TESS,1
5041.01,0.733892,0.9663799,12.8031517,3423.0,0.438708,312.602815,-81.443121,TESS,1
5043.01,3.8027513,3.148,14.5097,5061.0,0.86,267.099516,-54.9322,TESS,1
5293.01,2.9304371,1.73,11.8933,3692.0,0.5,355.828682,-2.045095,TESS,1
5297.01,3.3014986,2.106,11.7342,6311.9,1.53,339.802206,1.688259,TESS,1
5300.01,2.2623535,1.958,11.9692,4219.0,0.73,356.481137,0.458798,TESS,1
554.02,3.0440441,1.3542885,1.3337425,6337.87,1.42717,60.748336,9.207768,TESS,1
5540.01,1.0995742,0.952,9.72799,6040.0,1.51,117.737465,67.043203,TESS,0
5541.01,9.0182382,3.199,5.61073,5805.0,0.94,80.729774,-53.765798,TESS,1
5543.01,3.5424466,2.2308179,3.8362277,5058.0,0.853329,66.142172,23.270782,TESS,1
5818.01,2.6052674,4.24521,17.8543699,5916.0,1.66978,315.90549,11.989367,TESS,1
5827.01,5.0493049,3.885,15.7942,5821.0,1.76,291.908234,23.273823,TESS,1
5828.01,1.1951761,2.4,4.46821,5313.0,0.83,293.193881,25.086499,TESS,1
5065.01,19.4921473,3.568,5.50689,6128.0,1.36,136.574193,19.402057,TESS,1
5312.01,46.1965072,3.718,8.33656,5397.7,0.91,21.075658,4.531542,TESS,1
5557.01,4.0179805,1.1195616,1.1017624,3166.0,0.194357,137.201544,11.86225,TESS,1
5568.01,16.2601049,1.602,10.1064,5496.0,1.05,154.302943,75.333344,TESS,1
5797.01,2.152163,1.7531966,11.9994427,5147.0,0.85467,307.725559,6.429331,TESS,1
5078.01,1.5110224,1.232,1.47339,4595.0,0.68,51.365399,13.507488,TESS,1
5081.01,5.1699026,1.972,9.23587,6283.4,1.48,134.69028,20.868979,TESS,1
5328.01,5.4886518,6.921,17.6429,6119.8,2.54,65.293362,27.16792,TESS,1
5570.01,23.1678315,4.295,9.49037,5120.0,0.88,100.172692,76.732244,TESS,1
5580.01,5.2782582,3.379,5.6755,5647.0,1.29,112.262575,42.03191,TESS,1
5581.01,33.5383044,3.92217,9.8149834,4947.0,0.794396,118.065411,70.165569,TESS,1
5808.01,7.1701672,2.859,2.37279,5707.0,0.94,315.608921,10.610466,TESS,1
5341.01,20.6875239,2.57,11.6872,4660.7,0.75,53.494348,32.118772,TESS,1
535.01,2.8280391,2.6215943,17.7603707,5675.0,1.0367399,100.765687,-1.296444,TESS,1
5356.01,3.1948695,3.786,13.3231,6577.4,2.0,60.964678,31.775965,TESS,1
559.01,6.9839072,5.076,12.2398,5972.0,1.21,46.818616,-31.162995,TESS,1
5593.01,4.7974601,5.952,10.4912,6549.4,1.51,128.55223,39.270972,TESS,1
5844.01,6.0671557,2.12,6.40583,5737.0,1.36,276.359302,47.169164,TESS,1
5846.01,10.5353472,1.098,15.2166,6044.0,1.4,271.308088,41.808015,TESS,1
5100.01,3.4532143,2.445241,16.9569136,6028.0,1.3226399,66.934984,33.086274,TESS,1
5362.01,13.7279713,3.039,11.6412,6416.5,1.57,75.369103,28.816605,TESS,1
5364.01,1.4466879,0.952,12.418,6332.0,4.28,77.00647,31.898377,TESS,1
5608.01,6.4424263,2.604,3.14002,4661.0,0.8,278.572233,66.922785,TESS,1
4852.01,7.2307407,4.646,13.364,7747.0,1.43,137.795138,-42.518066,TESS,1
4859.01,7.1878971,3.321,18.372,5144.9,0.97,171.798638,-36.070515,TESS,1
486.01,1.7447031,1.066,0.591815,3445.0,0.43,98.454881,-58.525032,TESS,1
5117.01,11.6986928,3.37,3.51877,6247.5,1.16,107.762809,14.947519,TESS,1
5123.01,3.2810299,1.9734854,2.5044826,4783.6,0.735345,132.16988,20.455016,TESS,1
5123.02,8.4388997,2.5274041,3.0161255,4783.6,0.735345,132.16988,20.455016,TESS,1
5126.01,5.4589863,3.39,4.40571,6223.0,1.24,151.659783,18.634063,TESS,1
5126.02,17.9051919,4.555,3.00633,6223.0,1.24,151.659783,18.634063,TESS,1
5381.01,4.0802864,1.4789165,6.300967,6802.3,2.68185,116.368498,44.129824,TESS,0
5616.01,2.0034478,1.285,10.9523,3927.0,0.65,184.901638,48.68329,TESS,1
4880.01,3.4717583,3.494,15.0586,6549.0,1.43,198.004287,-53.449373,TESS,1
5133.01,30.4408598,4.586,7.19468,8158.9,1.58,88.396157,33.232368,TESS,0
5135.01,2.0197299,2.563,3.29943,5810.0,1.77,97.83249,32.39678,TESS,0
5137.01,3.2092033,0.677,6.33877,5060.5,0.91,126.023493,22.783201,TESS,1
5139.01,5.9471027,1.544,7.14437,3859.0,0.6,153.384453,19.948217,TESS,1
539.01,0.3096062,1.0298929,1.5526965,4836.0,0.813125,102.568389,-53.005503,TESS,1
5398.01,10.590923,4.105,11.1189,6017.1,1.05,161.879557,36.329434,TESS,1
5398.02,4.7728997,2.906,3.30213,6017.1,1.05,161.879557,36.329434,TESS,1
5401.01,6.8291029,9.8781473,12.9127343,9333.0,4.3379302,189.518268,3.282395,TESS,1
4886.01,3.251249,2.123,19.6899,6951.0,1.66,158.261633,-57.281506,TESS,0
4888.01,9.4185437,4.259,8.08768,6243.0,1.58,124.337853,-60.030976,TESS,1
4894.01,3.5611222,2.736,12.6024,5260.0,1.76,148.804843,-57.332467,TESS,1
5145.01,7.9177855,3.150639,6.5930786,5322.0,0.840476,174.960254,0.603596,TESS,1
5151.01,92.1950434,4.425,16.0082,5643.0,1.0,65.399258,-67.47014,TESS,1
5407.01,5.4683192,3.251,13.9823,6606.6,1.36,101.345243,17.310557,TESS,1
5412.01,0.3828485,0.493,13.7767,6419.6,1.68,104.134699,13.429193,TESS,1
5418.01,1.6421819,2.459,2.54445,5627.0,0.79,84.006338,32.316823,TESS,0
5419.01,4.8002161,2.439,15.2174,6498.4,1.41,103.102009,33.648806,TESS,1
5646.01,2.4277208,3.158,6.0694,5999.3,1.93,198.447139,5.702132,TESS,1
5648.01,3.3078803,1.508,9.74504,3571.0,0.51,211.009596,38.620245,TESS,0
4914.01,10.5988743,1.638,12.6054,5809.9,1.04,204.542672,-28.142921,TESS,1
5164.01,8.2669589,3.328,3.44807,5411.1,0.92,125.420299,13.497512,TESS,1
5166.01,1.7726881,1.409,1.7148,5502.0,0.89,145.827534,15.004027,TESS,1
5423.01,5.7188414,2.2172849,4.2762449,4964.8,0.76036,108.076091,20.751933,TESS,1
5423.02,3.3928027,2.2095141,3.7170935,4964.8,0.76036,108.076091,20.751933,TESS,1
5428.01,3.0343155,1.664,12.5732,8415.0,2.16,87.204409,28.671337,TESS,1
5432.01,2.9525486,2.694,11.4188,5612.0,1.48,98.595105,24.235555,TESS,1
5662.01,2.3144207,1.402,2.71343,3687.0,0.62,191.085171,5.688498,TESS,1
5664.01,3.8863969,3.906,9.97164,5436.0,1.71,220.35381,28.19514,TESS,1
5673.01,2.8386215,2.332647,12.9007751,5878.0,1.02573,223.819979,-2.057687,TESS,1
4916.01,4.1197036,4.547,9.06392,5848.8,1.79,176.240233,-38.139716,TESS,1
4925.01,3.9511085,3.436472,15.9780798,5933.0,1.37614,165.117434,-67.872351,TESS,1
4927.01,0.8166936,1.234,10.8868,5951.0,1.97,153.244609,-65.847247,TESS,1
5187.01,17.8597459,4.862,6.12838,6263.0,1.3,113.27293,77.577697,TESS,1
5443.01,1.6757659,2.248,7.62588,6960.9,1.53,92.873609,34.977082,TESS,1
5446.01,4.4977307,3.2573447,13.0442723,6544.0,1.5335,97.096548,25.834703,TESS,1
5447.01,1.4958429,1.534,6.70553,5666.0,1.27,86.45835,35.331499,TESS,0
5451.01,1.6822448,1.388,12.3028,5534.6,1.1,108.047768,30.104333,TESS,1
5685.01,2.3409909,2.5,15.4992,6090.0,1.35,227.215497,2.343286,TESS,1
5691.01,3.3894889,2.372,6.16071,5657.3,1.03,244.846831,32.16612,TESS,1
4940.01,25.8663869,4.0838781,6.7555369,5418.7,1.17513,58.251168,-62.407968,TESS,1
4942.01,7.9248476,4.022,7.01304,6274.0,1.22,192.817352,-52.810546,TESS,1
4945.01,1.6500255,2.937,18.0511,6449.0,1.15,215.249404,-53.136559,TESS,1
4946.01,1.819376,2.97,11.1303,7567.0,1.53,205.145274,-63.742301,TESS,0
5194.01,7.0485133,3.543,9.80458,5889.0,1.37,275.085296,40.332613,TESS,1
5199.01,3.9131371,1.846,12.4444,3773.0,0.62,185.336268,81.647682,TESS,0
5201.01,3.8558229,3.462,17.8128,5704.0,1.48,293.096015,58.368884,TESS,1
5202.01,34.6141657,2.66,7.6965,6382.0,1.72,246.458472,74.838054,TESS,1
5461.01,7.4603194,2.516,11.8373,6034.1,2.01,88.788121,18.335697,TESS,1
4950.01,3.9358604,4.341,12.0264,6975.0,1.8,199.717658,-50.065379,TESS,1
5212.01,2.4011407,3.6926411,11.6862609,5911.0,1.50878,294.459175,58.986723,TESS,0
5216.01,1.8951273,3.518,10.1981,6818.0,2.28,299.937613,61.653163,TESS,1
6458.01,9.7831931,3.5873151,2.5360369,6200.93,2.0913501,80.003079,32.785433,TESS,1
6712.01,1.8987896,1.926234,2.2042465,6016.28,2.17401,154.949388,-28.96236,TESS,1
6713.01,2.1538049,1.6541007,0.8814471,4944.24,0.757603,179.792354,-20.355606,TESS,1
6715.01,2.8618782,2.2839791,3.9033641,4743.0,0.793587,159.157968,-64.798231,TESS,1
6717.01,0.4707476,0.5009607,1.852907,3254.0,0.219973,164.325075,-4.674414,TESS,1
6720.01,4.1470359,2.3197694,8.6285404,4247.0,0.775548,6.613593,-56.34428,TESS,1
5970.01,3.0927432,2.2215324,12.6556708,4713.98,0.750341,348.993046,31.462751,TESS,1
6220.01,19.6518502,2.525,8.79457,6359.0,1.56,331.110391,49.687144,TESS,1
6223.01,3.8553342,1.895,4.94518,3909.0,0.6,355.950598,33.067236,TESS,1
6478.01,1462.2115148,3.105,4.5351,3275.0,0.23,149.991806,-16.159794,TESS,1
6487.01,14.13519,2.273,9.82212,6466.0,1.54,135.766676,-29.28071,TESS,1
6488.01,8.0850515,2.817,3.89202,5560.0,1.02,105.597221,-50.87235,TESS,1
649.01,0.9370901,1.312,9.49947,6779.0,2.43,102.22267,-13.527269,TESS,1
6491.01,7.5520411,4.338,8.43121,5936.0,1.58,143.525469,-34.03832,TESS,1
6728.01,24.9636551,5.444,4.53167,6388.0,2.61,109.777497,-55.837843,TESS,1
6729.01,7.8374554,4.754,2.26966,6289.7,1.86,45.310382,-75.203308,TESS,1
6729.02,3.8638303,2.992,1.80822,6289.7,1.86,45.310382,-75.203308,TESS,1
6738.01,3.6234424,4.383,9.13018,5815.0,1.95,275.279781,-45.469851,TESS,1
5984.01,3.4130781,2.5787928,5.5008027,5410.0,0.865985,285.930736,39.09812,TESS,1
599.01,0.82967,1.755,20.1053,6991.1,2.65,133.145204,-50.008798,TESS,0
5991.01,7.0893162,3.3795425,1.6279088,5983.0,1.24177,230.205817,67.167478,TESS,1
6234.01,6.6283182,4.344,9.65916,5528.0,1.35,5.069168,49.465936,TESS,1
6245.01,3.2149937,0.7022664,0.9044272,3106.0,0.236457,88.699253,80.094614,TESS,1
6497.01,2.1439841,1.793,16.8452,6788.0,1.44,164.141735,-57.704427,TESS,1
6741.01,5.0061978,3.521,12.4847,6713.0,1.55,230.412408,-67.206546,TESS,0
6743.01,5.9097139,5.732,18.7334,6508.0,2.14,242.81722,-67.000306,TESS,1
6003.01,5.8599392,4.0842391,2.9189614,6149.0,1.5092,288.688722,41.151108,TESS,1
6250.01,1076.6094165,6.7803831,2.7512261,5848.0,1.08752,357.351836,36.900456,TESS,1
6251.01,12.7614706,1.0497761,0.9705763,3376.0,0.269427,3.957914,13.557617,TESS,1
6254.01,1.5361137,1.1370302,2.4339573,5317.0,0.885814,14.322777,37.02898,TESS,1
6257.01,6.5452014,4.1931124,2.5553163,6353.0,1.31864,293.323467,76.921694,TESS,1
6512.01,2.5011016,1.366,15.7428,6421.0,2.25,151.587915,-39.092019,TESS,1
6518.01,2.1978944,1.619,15.7016,5147.0,2.61,151.834712,-53.343307,TESS,1
6522.01,4.7383479,1.935,4.7507,5109.0,0.89,156.403066,-32.592827,TESS,1
6524.01,0.8515408,0.648,16.072,3254.0,0.54,135.557036,-62.647058,TESS,1
6526.01,14.7478214,2.355,7.68311,5167.0,0.96,174.125644,-31.535144,TESS,1
6758.01,12.6136992,2.533,2.58082,3719.0,0.56,186.289501,-86.887548,TESS,1
6759.01,1.318678,1.758,10.1378,5764.0,0.99,274.022452,-37.153165,TESS,1
6762.01,5.1778752,1.718,11.9282,3599.0,0.66,262.187918,-57.912799,TESS,1
6769.01,5.6858804,4.185,13.193,5492.0,1.41,259.595573,-62.931814,TESS,1
6771.01,6.8552506,3.525,11.7073,6847.0,1.96,288.737557,-42.702604,TESS,1
6773.01,3.272056,3.3,10.5823,5668.0,1.39,307.11341,-45.96744,TESS,1
6774.01,4.5833112,2.275,9.62957,5853.0,1.39,295.743404,-44.759727,TESS,1
601.01,3.477756,1.999,11.3342,6221.0,3.1,129.462346,-43.042017,TESS,1
6014.01,2.5199146,3.7121363,17.7001932,6116.0,1.56419,5.166954,31.989973,TESS,1
6016.01,4.0236805,3.71,14.9702,5807.0,1.57,4.52396,59.766198,TESS,1
6021.01,2.0319883,3.4937463,17.7163979,6161.0,1.56523,358.515134,37.021824,TESS,1
6263.01,3.0178746,2.679,0.930891,4717.0,0.71,139.199747,-49.300844,TESS,1
6264.01,5.6928845,4.261,3.80626,6610.0,2.47,111.523899,-52.4632,TESS,1
