transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius,ra,dec,source,isPlanet
K03006.01,0.998212785,2.489,1.1,6072.0,0.988,293.61337,44.975422,Kepler,0
K03016.01,0.710894157,1.0183,1.16,5862.0,1.049,297.94925,47.816399,Kepler,0
K03094.01,4.5770016,0.949,1.33,3805.0,0.497,288.87436,51.154121,Kepler,1
K01599.02,13.6164547,5.175,22.29,5823.0,0.972,298.37384,40.61842,Kepler,1
K02793.02,1.766789509,1.3345,1.4,3698.0,0.444,288.25058,46.679611,Kepler,1
K05149.01,43.681309,12.37,1.33,5726.0,0.829,294.27399,40.462078,Kepler,1
K05151.01,26.1537851,1.802,1.47,6091.0,0.967,298.51175,40.459469,Kepler,0
K05275.01,3.781123,8.15,1.16,6318.0,1.216,292.99493,41.712749,Kepler,1
K03376.01,29.9756697,2.987,1.84,5893.0,0.986,286.23264,38.202888,Kepler,0
K05033.01,127.671711,2.637,5.52,4985.0,2.633,296.35797,39.078579,Kepler,1
K05157.01,0.782068488,1.239,21.02,4475.0,20.237,298.89673,40.578529,Kepler,0
K05284.01,389.316341,5.49,27.61,5731.0,0.958,291.89035,41.816818,Kepler,1
K03781.01,2.882424694,25.91,399.44,4705.0,8.058,285.88864,38.486858,Kepler,0
K05040.01,29.6094263,2.71,2.87,6079.0,1.783,284.66583,39.252041,Kepler,1
K05041.01,22.9138322,4.855,30.24,6154.0,1.334,287.83432,39.214298,Kepler,0
K05043.01,65.5327181,2.256,1.79,5755.0,0.923,289.31668,39.235088,Kepler,0
K05167.01,396.349253,2.685,2.39,6495.0,1.168,289.33835,40.62534,Kepler,0
K05290.01,435.50635,34.16,2.06,5750.0,0.882,290.20068,41.946289,Kepler,1
K04925.01,2.96384168,5.4768,43.7,6095.0,1.158,292.29431,37.26173,Kepler,0
K05172.01,12.4276185,18.56,1.14,5869.0,0.942,297.51108,40.61908,Kepler,0
K05174.01,22.4932751,3.172,6.04,5186.0,4.98,288.87198,40.767059,Kepler,1
K05298.01,1.195515364,6.08509,156.91,6047.0,2.264,297.54156,41.950901,Kepler,0
K04929.01,18.622214,4.42,20.83,6235.0,2.471,290.50565,37.459011,Kepler,0
K04930.01,27.8923345,2.204,2.1,5873.0,1.78,291.55548,37.44516,Kepler,0
K05059.01,646.28789332,5.39144,43.47,6582.0,1.777,292.11526,39.49855,Kepler,0
K05180.01,2.362348096,3.5979,89.55,5088.0,3.293,299.33298,40.714352,Kepler,0
K05308.01,9.942228056,2.45451,22.15,5268.0,0.843,298.64252,42.092831,Kepler,1
K05310.01,22.2903562,1.623,1.13,5597.0,1.0,286.52942,42.167511,Kepler,1
K05065.01,523.36921,1.007,17.45,6397.0,0.913,293.40259,39.567131,Kepler,0
K05192.01,50.55398,6.159,0.94,4895.0,0.687,289.22729,40.94949,Kepler,1
K05329.01,200.2350497,23.612,10.99,6108.0,0.997,298.64493,42.285831,Kepler,1
K04951.01,1.89125883,4.656,23.6,4449.0,14.894,290.31427,37.948009,Kepler,0
K05069.01,362.1273,6.719,1.68,3734.0,0.513,283.98965,39.631908,Kepler,0
K05200.01,357.77096,12.999,1.42,5523.0,0.981,289.88107,41.069221,Kepler,0
K05082.01,379.63135,16.78,1.67,4847.0,0.527,292.89105,39.88398,Kepler,0
K05321.01,215.634356,15.097,1.92,6163.0,1.568,298.95654,42.156315,Kepler,1
K05327.01,5.43361347,1.0338,2.09,3694.0,0.566,291.55667,42.214169,Kepler,1
K05091.01,328.84846,5.45,2.23,5382.0,0.724,286.18781,39.993919,Kepler,0
K04973.01,0.523493764,0.9015,1.82,6122.0,2.455,291.34595,38.464378,Kepler,0
K05096.01,0.987069622,1.0092,2.43,6602.0,1.223,298.34821,39.97628,Kepler,0
K05101.01,436.18813,11.35,1.64,6499.0,1.497,289.35559,40.068352,Kepler,1
K05105.01,19.545185,1.597,0.76,6273.0,1.16,292.91852,40.052898,Kepler,0
K05225.01,33.2948005,2.997,1.46,6217.0,0.989,288.90735,41.35582,Kepler,0
K05232.01,476.39752,12.13,1.82,6300.0,1.064,293.48605,41.320229,Kepler,0
K04986.01,444.04257,10.9,1.48,5776.0,0.726,290.3548,38.672531,Kepler,1
K04988.01,484.172005,4.566,2.38,5858.0,1.04,290.96146,38.673439,Kepler,0
K05116.01,222.068928,1.938,29.97,5221.0,12.042,295.32401,40.1544,Kepler,0
K04994.01,528.10984,18.01,0.77,5618.0,0.811,294.08191,38.630859,Kepler,0
K04997.01,119.669671,20.67,2.21,6382.0,1.059,291.12909,38.740528,Kepler,0
K05123.01,288.94276,11.43,1.05,5786.0,0.827,289.53738,40.21331,Kepler,0
K05246.01,36.4772788,2.092,1.65,4910.0,0.755,288.85443,41.574451,Kepler,0
K05002.01,399.49671,5.351,1.39,6224.0,1.177,285.8573,38.820068,Kepler,0
K05005.01,251.958533,4.742,1.4,5870.0,0.985,293.65378,38.8339,Kepler,0
K05127.01,18.78970984,4.13997,44.01,6477.0,0.884,295.40698,40.242409,Kepler,0
K02045.03,16.9348104,3.408,1.31,4650.0,0.706,285.75146,41.33564,Kepler,1
K05011.01,1.540389045,1.8325,32.54,4964.0,15.155,286.9718,38.936481,Kepler,0
K05012.01,1.540393027,1.75,2.17,5466.0,0.946,286.97745,38.913261,Kepler,0
K05257.01,116.170346,2.656,1.68,5510.0,0.762,292.08868,41.602459,Kepler,0
K05259.01,39.5931053,2.306,1.22,6046.0,0.972,293.24936,41.659611,Kepler,0
K05261.01,100.629443,1.708,1.75,6351.0,0.921,293.54422,41.652641,Kepler,0
K03272.01,23.0295222,7.96,20.81,5877.0,0.959,297.82544,40.08799,Kepler,0
K05652.01,91.507044,5.019,1.43,5040.0,0.626,296.05667,45.76976,Kepler,1
K05773.01,24.614775,2.395,1.28,5654.0,0.849,283.02139,47.259651,Kepler,0
K05403.01,2.41172358,2.6311,50.53,6363.0,1.332,288.91037,43.21846,Kepler,0
K05527.01,209.06299275,10.0389,72.26,6130.0,1.024,296.0347,44.56221,Kepler,0
K05657.01,284.699924,3.709,2.0,6054.0,1.028,288.02945,45.800098,Kepler,1
K05661.01,229.86928,12.91,9.57,6065.0,2.344,300.42334,45.886761,Kepler,0
K05536.01,392.72811,12.48,1.85,5701.0,0.815,286.11234,44.657581,Kepler,1
K05665.01,100.494129,2.679,1.33,6018.0,1.75,287.3548,45.948662,Kepler,1
K05669.01,130.110715,2.227,1.32,5960.0,0.828,293.30792,45.983459,Kepler,0
K05418.01,14.2673439,3.171,1.21,5475.0,0.837,289.72818,43.488239,Kepler,1
K05548.01,216.453511,3.321,2.91,5385.0,0.878,297.04089,44.62812,Kepler,0
K05676.01,60.0546149,3.435,5.24,5242.0,2.917,287.37115,46.051189,Kepler,0
K05798.01,318.25858,4.39,2.03,5108.0,0.759,297.69525,47.605862,Kepler,1
K05430.01,99.97889,8.76,1.84,5229.0,1.725,287.49988,43.59108,Kepler,0
K05680.01,557.92882,4.788,2.97,5553.0,1.844,292.50098,46.037479,Kepler,1
K05684.01,206.801125,6.6,24.34,5048.0,8.611,295.87292,46.014462,Kepler,1
K05436.01,28.297207229,3.94247,54.15,6327.0,1.151,296.61633,43.529301,Kepler,0
K05559.01,586.63177,7.299,1.18,5228.0,0.854,286.38165,44.879082,Kepler,0
K05566.01,0.9886684,2.023,3.18,6456.0,2.773,286.29129,44.920082,Kepler,1
K05690.01,17.0497376,3.271,45.89,5039.0,14.954,295.85934,46.117008,Kepler,1
K05833.01,440.171272,12.217,5.97,6261.0,1.679,286.59122,48.220268,Kepler,1
K05439.01,0.864651455,3.461,0.69,5587.0,0.851,289.97064,43.662239,Kepler,0
K05441.01,25.4805211,10.701,1.25,6250.0,0.986,294.96277,43.671661,Kepler,0
K05443.01,348.61891,3.567,2.4,5911.0,0.914,295.04797,43.650429,Kepler,0
K05574.01,373.41509,6.617,2.55,4236.0,0.612,290.30774,45.01141,Kepler,1
K05693.01,612.882452,2.024,2.42,6029.0,0.956,287.56281,46.258438,Kepler,0
K05695.01,11.03571773,5.62958,70.42,6201.0,1.23,293.3472,46.25544,Kepler,0
K05699.01,339.18109,5.34,1.7,6407.0,1.344,295.75208,46.253868,Kepler,0
K05814.01,25.285232337,4.76313,69.68,6486.0,1.136,297.69446,47.87896,Kepler,0
K05452.01,362.49906,12.17,2.51,6043.0,1.065,294.31674,43.797642,Kepler,0
K05582.01,5.2362026,3.148,75.83,6176.0,1.631,297.94617,45.10014,Kepler,0
K05707.01,208.800733,1.964,2.88,6208.0,1.168,296.94031,46.494099,Kepler,1
K05826.01,30.561533,2.227,1.53,4294.0,0.664,297.39093,48.03928,Kepler,1
K05458.01,56.648588,4.534,2.19,5023.0,0.782,281.8277,43.808689,Kepler,1
K05462.01,371.18648,19.929,2.06,6231.0,1.152,290.7309,43.87009,Kepler,0
K05584.01,10.90962154,17.8024,149.1,5323.0,2.064,283.98358,45.284752,Kepler,0
K05586.01,27.0779813,138.54,2.03,5906.0,0.85,285.91354,45.206799,Kepler,0
K05715.01,189.961729,12.46,1.93,5335.0,0.742,292.38818,46.615101,Kepler,1
K05839.01,169.415073,3.884,2.32,6362.0,1.378,298.47745,48.222031,Kepler,1
K05840.01,460.77905,15.541,4.24,6126.0,2.717,283.54834,48.388931,Kepler,0
K05595.01,208.02789,10.82,1.04,4285.0,0.632,283.62271,45.382992,Kepler,0
K05598.01,376.934014,4.28,2.13,6074.0,1.034,287.99823,45.396439,Kepler,1
K05600.01,17.168095,13.04,4.81,5053.0,1.907,290.39032,45.389992,Kepler,1
K05602.01,403.163148,5.735,2.49,5812.0,0.963,293.29337,45.342541,Kepler,1
K05606.01,23.81490574,1.9948,63.1,5421.0,1.89,299.77884,45.394032,Kepler,0
K05735.01,4.99471597,3.44,2.2,6409.0,2.83,282.58215,46.81551,Kepler,0
K05365.01,585.64118,13.97,2.2,5779.0,0.901,287.01953,42.751282,Kepler,1
K05741.01,362.0619,14.02,2.12,5271.0,0.698,292.75555,46.81184,Kepler,1
K05744.01,30.69533113,5.94855,69.4,6335.0,1.286,294.4783,46.863811,Kepler,0
K05747.01,411.447056,3.481,2.86,6519.0,1.672,298.27487,46.837372,Kepler,1
K05371.01,33.3037881,3.003,1.14,4899.0,0.713,293.00269,42.708851,Kepler,1
K05626.01,397.499229,8.019,6.57,6423.0,1.231,288.43582,45.519852,Kepler,1
K05378.01,1.80774253,2.637,5.29,5164.0,1.779,282.78036,42.80621,Kepler,0
K05380.01,369.93355,7.6,3.24,6158.0,1.024,293.96146,42.806419,Kepler,1
K05508.01,22.571972634,4.00349,46.14,5645.0,0.871,291.59738,44.398521,Kepler,0
K05510.01,1.018861199,6.5005,93.47,6225.0,1.672,296.90295,44.351231,Kepler,0
K05636.01,2.79123954,2.843,2.22,6407.0,1.668,300.11902,45.510349,Kepler,0
K05758.01,102.493119,2.814,2.7,5166.0,0.791,297.66437,46.94482,Kepler,1
K05388.01,137.396194,17.61,3.38,5425.0,2.655,280.52133,43.077068,Kepler,1
K05512.01,8.5852872,2.834,3.02,5488.0,0.818,301.05518,44.306229,Kepler,1
K05639.01,279.21957,10.015,4.92,5159.0,2.604,288.40182,45.677029,Kepler,1
K05769.01,7.58062893,3.484,0.97,5753.0,1.041,293.74625,47.15406,Kepler,1
K05395.01,601.13797,15.26,1.81,5786.0,1.388,287.96262,43.132195,Kepler,0
K05519.01,361.30991,12.968,7.07,4911.0,4.419,295.94467,44.445938,Kepler,0
K05520.01,199.4424134,7.2533,56.11,5869.0,1.17,281.76312,44.57719,Kepler,0
K05521.01,31.59115876,2.6431,72.91,5178.0,2.295,285.0004,44.544991,Kepler,0
K05525.01,45.680876,2.293,14.5,4835.0,7.917,293.66245,44.527512,Kepler,0
K05526.01,43.169798,9.686,1.47,5929.0,1.292,295.5806,44.568977,Kepler,0
K05898.01,76.37924,0.645,1.73,5451.0,0.936,285.82983,49.39431,Kepler,1
K05903.01,253.790434,3.702,2.06,5426.0,0.85,296.63181,49.363312,Kepler,1
K05904.01,322.544807,11.236,0.68,5359.0,0.741,296.71918,49.35994,Kepler,0
K05910.01,91.240335,2.314,1.75,6493.0,1.205,297.52707,49.404499,Kepler,1
K05915.01,37.6259039,3.91,1.81,5874.0,0.871,285.45917,49.661942,Kepler,1
K05943.01,27.2020672,1.811,1.87,5869.0,1.396,296.20459,50.236328,Kepler,1
K05945.01,40.7282314,13.677,4.58,6531.0,2.231,289.58356,50.348137,Kepler,1
K05845.01,22.2659599,4.816,1.18,6888.0,1.492,287.37283,48.465542,Kepler,1
K05969.01,163.820347,1.331,2.59,4822.0,0.771,290.1449,51.25771,Kepler,0
K05973.01,419.93373,10.29,1.82,6686.0,1.053,289.4024,51.441738,Kepler,1
K05851.01,322.221973,7.531,2.18,6026.0,1.006,298.30725,48.48246,Kepler,1
K05854.01,240.57135,11.164,2.93,6146.0,0.943,290.25085,48.558701,Kepler,1
K05856.01,259.34304,16.04,6.04,5490.0,3.204,295.48242,48.524441,Kepler,1
K05865.01,35.8726918,4.402,62.51,5254.0,15.369,294.86819,48.649578,Kepler,0
K05867.01,359.8455,34.84,14.76,4945.0,6.632,297.6507,48.617802,Kepler,1
K05873.01,217.170081,4.291,109061.0,5083.0,11.723,296.32471,48.783112,Kepler,1
K05879.01,88.523517,7.22,1.6,3827.0,0.462,295.57629,48.897861,Kepler,1
K05886.01,284.87177,15.63,1.84,6437.0,1.773,286.79611,49.19426,Kepler,1
K05890.01,263.30198,2.213,2.19,5758.0,1.132,294.52682,49.175072,Kepler,1
K05896.01,434.28175,8.14,1.94,5544.0,0.75,296.96423,49.202339,Kepler,1
K03440.02,58.940569,4.769,2.48,5819.0,0.99,295.16721,38.637081,Kepler,1
K06096.01,17.279290765,5.07591,27.66,5251.0,0.658,292.9306,37.96442,Kepler,0
K04009.02,77.792718,6.08,2.17,5497.0,1.241,283.3457,45.27446,Kepler,1
K00600.02,294.055263,14.32,2.8,6108.0,1.011,286.24982,48.06094,Kepler,1
K05991.01,8.58599537,2.4078,39.03,4805.0,13.941,296.03302,38.936691,Kepler,0
K06099.01,7.244778994,3.3873,25.68,5530.0,0.788,294.48996,38.199619,Kepler,0
K06100.01,0.730964241,2.483,0.99,5929.0,1.463,289.81143,38.324951,Kepler,0
K06100.02,117.684591,2.219,1.52,6362.0,1.279,289.81143,38.324951,Kepler,1
K04131.02,241.0122,1.19,4.41,7843.0,2.909,293.71811,41.430939,Kepler,0
K05993.01,4.264729569,2.2075,29.95,6052.0,1.417,285.14496,39.186989,Kepler,0
K05996.01,4.944927575,3.4648,19.43,4428.0,0.701,293.73715,39.825859,Kepler,0
K00649.02,10.2090268,6.264,0.92,6188.0,1.524,289.77325,40.80072,Kepler,1
K06196.01,1.680425996,5.4548,102.31,6844.0,1.629,292.57278,45.757729,Kepler,0
K04246.02,8.75630628,2.852,1.12,5839.0,1.227,289.07397,40.366009,Kepler,1
K06006.01,12.424995,20.282,2.06,6098.0,2.657,297.75357,40.55262,Kepler,0
K06108.01,485.92297,3.756,1.07,5551.0,0.957,285.8627,39.20528,Kepler,1
K06204.01,0.953734449,1.7616,47.65,7332.0,1.46,294.48807,46.002289,Kepler,0
K06009.01,12.4262889,18.764,1.23,6246.0,1.092,297.58768,40.632092,Kepler,0
K06010.01,12.424747,25.24,1.35,5514.0,0.826,297.59531,40.660728,Kepler,0
K06011.01,12.4255705,28.88,1.37,5742.0,0.827,297.74551,40.67429,Kepler,0
K06013.01,12.4244306,26.15,1.59,5761.0,0.791,297.63263,40.709129,Kepler,0
K06014.01,6.71738328,3.60057,37.65,5301.0,0.936,283.43982,40.83622,Kepler,0
K06114.01,24.955998503,2.76331,36.91,8617.0,3.018,290.02435,39.563389,Kepler,0
K01250.02,1.213672208,1.3644,697.14,6113.0,0.995,290.26767,44.712849,Kepler,1
K06214.01,281.35877,7.74,4.22,6049.0,2.522,299.87131,46.822491,Kepler,0
K06214.02,154.536881,15.44,4.1,6049.0,2.522,299.87131,46.822491,Kepler,1
K04260.02,101.889228,2.71,1.43,5802.0,1.59,286.39584,43.075821,Kepler,0
K04777.02,48.5023669,1.053,906.03,3396.0,0.28,287.26215,42.03231,Kepler,0
K04781.02,524.14139,11.603,1.88,6225.0,0.931,288.97574,41.279121,Kepler,0
K06121.01,1.237147407,7.06623,106.18,6064.0,1.449,289.02982,39.951889,Kepler,0
K01860.04,24.8434837,4.8,1.58,5670.0,1.022,291.55695,39.227291,Kepler,1
K06217.01,7.7016694,10.898,4.44,5174.0,3.608,288.79553,47.203651,Kepler,1
K04567.02,4.67250377,4.441,1.11,6146.0,0.987,301.56284,44.240391,Kepler,1
K06023.01,3.664964374,3.9058,30.98,5726.0,0.987,282.68491,41.587959,Kepler,0
K06027.01,11.991000357,6.4648,78.78,5988.0,1.13,296.29636,41.604561,Kepler,0
K06128.01,12.42555055,28.492,3.79,6381.0,1.423,297.61353,40.584942,Kepler,0
K06129.01,12.42592247,31.5,79.21,4849.0,6.952,297.66788,40.58028,Kepler,0
K06227.01,4.46255312,14.0957,52.74,4847.0,3.619,296.97522,47.886551,Kepler,0
K06133.01,2.6160943,21.34,0.81,6645.0,1.42,297.31543,40.874981,Kepler,0
K06134.01,2.404386969,7.40348,79.72,6466.0,1.21,299.71979,40.903961,Kepler,0
K06137.01,12.4970599,3.877,1.44,6174.0,1.021,298.19412,41.029331,Kepler,1
K06137.02,7.384681,3.548,1.22,6174.0,1.021,298.19412,41.029331,Kepler,0
K06231.01,496.17566,11.63,3.46,6643.0,1.976,289.90967,48.489231,Kepler,0
K06040.01,18.019651402,5.08572,31.77,5278.0,0.659,296.45999,43.28553,Kepler,0
K06041.01,4.032762189,4.14212,35.22,5960.0,0.962,295.8085,43.303108,Kepler,0
K06042.01,2.371589507,3.5116,88.22,5340.0,0.601,290.49683,43.49091,Kepler,0
K06237.01,528.50344,6.394,2.2,7102.0,1.874,291.57312,49.097771,Kepler,0
K06239.01,406.496216,3.495,1.77,5847.0,0.884,295.56683,49.378029,Kepler,1
K06241.01,73.91858615,6.9735,89.96,6300.0,1.057,291.73993,49.570808,Kepler,0
K07862.01,2.38793696,17.302,25.56,6769.0,1.161,296.40967,43.876019,Kepler,0
K06243.01,4.618767943,6.03,32.36,6195.0,1.781,297.31537,49.706081,Kepler,0
K06054.01,2.881338104,3.5943,31.58,5783.0,0.88,292.84973,44.060638,Kepler,0
K00896.03,28.8672107,3.782,1.51,5191.0,0.837,293.0614,43.58136,Kepler,1
K06152.01,395.07333,7.844,230.33,3599.0,98.38,296.76535,42.404987,Kepler,0
K06247.01,3.963787093,3.10316,28.11,6617.0,1.18,293.48392,50.12513,Kepler,0
K01519.02,57.132855,4.958,1.81,5157.0,0.904,283.47818,43.383781,Kepler,1
K06160.01,151.31847,16.45,1.13,6003.0,1.085,296.85583,43.058311,Kepler,0
K06250.01,1.853209359,1.7543,32.99,6384.0,1.716,296.41437,51.162006,Kepler,0
K06251.01,14.66769462,2.4462,145.18,7517.0,3.226,296.01483,51.34697,Kepler,0
K00945.03,66.789347,4.08,2.07,6297.0,1.031,297.9516,46.264721,Kepler,1
K06070.01,15.71377375,7.464,10.85,5812.0,0.96,299.60898,46.115662,Kepler,0
K06162.01,5.874197307,4.26585,59.2,6103.0,1.083,290.99643,43.458752,Kepler,0
K06164.01,29.5126153,6.314,1.84,5746.0,1.351,295.97079,43.52969,Kepler,1
K00266.02,47.7439509,2.99,1.74,5949.0,1.292,295.40433,42.981422,Kepler,1
K07870.01,92.552007,2.135,2.1,5808.0,1.22,297.0672,44.0676,Kepler,1
K06079.01,15.249335907,3.82224,45.92,6385.0,1.189,289.22275,47.913891,Kepler,0
K07871.01,1.247121237,9.363,18.39,4852.0,0.651,301.03964,44.036179,Kepler,0
K06083.01,4.128795314,2.771,52.0,5949.0,1.083,297.91592,48.33205,Kepler,0
K06085.01,5.902596818,5.5711,25.8,6184.0,1.094,292.7561,49.264561,Kepler,1
K06086.01,15.995094054,8.45037,17.09,5899.0,0.805,294.78079,49.273621,Kepler,0
K03214.02,25.0901574,8.273,1.35,6033.0,1.788,298.67377,43.795479,Kepler,1
K07878.01,36.566324,4.832,15.41,5294.0,2.884,300.63809,44.156269,Kepler,1
K03192.01,199.21638,9.23,2.36,8914.0,2.867,285.13657,48.257301,Kepler,0
K03198.01,273.528359,22.346,115.4,7682.0,2.783,294.41833,46.038712,Kepler,0
K03222.01,0.607538435,5.549,1.34,7076.0,1.691,291.49722,47.463509,Kepler,0
K03378.01,27.6775212,2.513,23.04,5797.0,0.828,294.50916,39.461109,Kepler,0
K03405.01,20.9794338,3.762,24.76,5182.0,0.666,281.60605,44.184761,Kepler,0
K03507.01,338.20075,15.23,2.08,5381.0,0.811,294.99933,44.213531,Kepler,0
K03829.01,3.886730304,16.1723,61.58,5780.0,1.0,294.34079,39.563118,Kepler,0
K01992.03,85.517344,9.331,3.04,5592.0,1.451,289.19958,49.305721,Kepler,1
K06621.01,7.946367138,2.58667,36.01,4789.0,0.573,298.25183,40.90353,Kepler,0
K06625.01,10.738427243,2.3544,6.96,6180.0,1.686,284.58551,41.009579,Kepler,0
K06757.01,1.106560721,2.64151,47.63,6205.0,0.873,293.10742,42.122589,Kepler,0
K06890.01,2.15888911,1.791,0.72,5269.0,0.713,286.33069,43.267929,Kepler,1
K07022.01,10.064687893,3.59854,30.11,5185.0,0.705,288.9664,44.35693,Kepler,0
K07024.01,7.73591011,5.01919,50.46,5623.0,0.763,291.27377,44.371239,Kepler,0
K07285.01,1.20693963,6.881,0.97,7331.0,2.041,298.20029,47.06292,Kepler,0
K07286.01,3.008602107,4.34296,56.15,6033.0,1.026,298.71655,47.014519,Kepler,0
K04598.02,0.824181335,2.4864,18.2,5977.0,0.883,298.75528,40.665218,Kepler,0
K06373.01,31.024310431,7.63621,93.29,6011.0,1.741,286.15421,39.065708,Kepler,0
K06498.01,5.462689263,3.2605,36.25,5929.0,0.888,295.45105,40.175652,Kepler,0
K07291.01,25.9136674,10.498,3.37,6167.0,2.346,298.9006,47.107769,Kepler,1
K07292.01,8.5412411,3.654,1.4,5602.0,0.732,299.16739,47.185692,Kepler,0
K07293.01,1.013922622,1.6393,31.98,5110.0,0.647,283.01196,47.238602,Kepler,0
K07294.01,17.918743061,4.36387,56.94,5870.0,1.63,287.49353,47.224659,Kepler,0
K07295.01,2.287515702,10.0879,86.76,6773.0,1.391,292.25565,47.286301,Kepler,0
K07428.01,2.252822538,3.41062,57.6,6116.0,0.951,294.97415,48.94458,Kepler,0
K06508.01,1.039370613,1.0713,12.6,6429.0,3.137,284.11514,40.243561,Kepler,0
K06639.01,0.790046373,4.9939,56.93,6785.0,1.342,292.53986,41.21159,Kepler,0
K06903.01,38.058140058,8.82403,94.1,6894.0,1.419,289.91574,43.390789,Kepler,0
K07038.01,12.4964346,84.32,55.34,6821.0,2.73,289.2308,44.412483,Kepler,0
K07042.01,13.254134073,4.34991,58.51,6175.0,1.436,296.95325,44.46423,Kepler,0
K07170.01,1.922009494,3.101,48.61,5880.0,1.087,294.94177,45.929562,Kepler,0
K07174.01,1.58487898,1.791,0.37,4201.0,0.566,288.87769,46.059139,Kepler,1
K07302.01,24.70932686,5.0698,25.1,6065.0,1.023,289.68057,47.31781,Kepler,0
K07307.01,1.35337091,2.2396,26.69,5426.0,0.784,298.13632,47.384529,Kepler,0
K06257.01,2.32539968,16.791,9.76,7046.0,2.724,291.01147,37.43364,Kepler,0
K06386.01,2.756536015,1.5908,57.46,5496.0,1.669,296.57791,39.111519,Kepler,0
K06387.01,13.99585365,5.0308,368.42,5638.0,2.703,287.26285,39.260021,Kepler,0
K06389.01,8.6532378,2.974,0.96,5561.0,0.854,289.76437,39.246231,Kepler,0
K06514.01,1.25625738,9.726,1.32,7450.0,3.063,289.31235,40.288189,Kepler,0
K06517.01,0.99519559,2.293,0.29,5506.0,0.782,290.2691,40.20216,Kepler,0
K06644.01,25.150788449,7.72717,39.12,6015.0,1.101,297.73364,41.250912,Kepler,0
K06778.01,10.88242209,5.51934,63.14,6200.0,1.045,290.8067,42.343929,Kepler,0
K06779.01,1.926366998,3.98088,53.63,5176.0,0.76,292.05487,42.334969,Kepler,0
K06784.01,36.75892725,15.5723,51.31,6085.0,0.979,295.76584,42.391331,Kepler,0
K06913.01,0.874236216,2.352,3.46,10894.0,4.378,292.78702,43.416039,Kepler,0
K06913.02,1.75173647,5.122,3.86,10894.0,4.378,292.78702,43.416039,Kepler,1
K06914.01,0.60886299,1.27896,158.5,5022.0,4.167,296.83969,43.408051,Kepler,0
K06917.01,1.734221252,2.4577,42.06,4765.0,0.702,280.34384,43.596142,Kepler,0
K07183.01,2.136834989,4.34882,66.59,5753.0,0.989,289.33817,46.152828,Kepler,0
K07316.01,3.989144446,20.7947,60.26,5538.0,0.719,294.48337,47.45266,Kepler,0
K07448.01,2.50012775,28.2,1.66,6923.0,1.664,295.38477,49.333672,Kepler,0
K06262.01,0.673141323,0.921,1.29,5461.0,0.858,286.11075,37.611851,Kepler,1
K06396.01,21.858963291,6.32492,114.63,5923.0,2.06,288.72693,39.337742,Kepler,0
K06655.01,1.559360638,5.4458,94.2,7002.0,1.488,293.55844,41.395351,Kepler,0
K07051.01,0.772803664,1.368,1.11,4535.0,0.668,301.35458,44.524948,Kepler,0
K07057.01,0.619303759,6.6038,4.71,7138.0,1.684,291.70581,44.618542,Kepler,0
K06275.01,1.38607973,8.7,0.6,5261.0,0.768,293.07098,37.710899,Kepler,0
K06407.01,1.19563447,5.3934,14.94,5583.0,1.413,292.28394,39.4571,Kepler,0
K06666.01,1.118510435,1.111,0.75,5918.0,0.865,293.2793,41.403679,Kepler,1
K06800.01,5.077746556,3.1718,54.93,6174.0,1.271,296.31641,42.43351,Kepler,0
K06801.01,2.00383703,3.473,0.67,6045.0,1.028,296.80319,42.47797,Kepler,0
K06803.01,2.340534383,4.43017,69.55,6300.0,1.136,289.35959,42.530239,Kepler,0
K06926.01,0.580724809,1.82,0.75,5989.0,0.933,282.15744,43.689152,Kepler,0
K06931.01,2.54031121,1.83,1.2,5778.0,0.911,295.50229,43.609871,Kepler,1
K07059.01,31.973311701,13.2105,272.44,7854.0,3.462,292.1394,44.672741,Kepler,0
K07061.01,1.371587993,12.901,4.91,7045.0,1.604,294.20145,44.639839,Kepler,1
K07198.01,0.953299962,1.69478,35.67,6183.0,1.02,294.99121,46.223572,Kepler,0
K07327.01,17.9908273,1.436,1.88,4918.0,0.752,282.15787,47.686531,Kepler,1
K07458.01,0.527678272,2.33166,75.31,5321.0,1.475,292.57596,49.5257,Kepler,0
K07461.01,65.4317194,12.2384,59.22,6201.0,1.04,294.25418,49.695839,Kepler,0
K06283.01,15.926632768,7.42888,57.95,5496.0,0.917,292.52859,37.81002,Kepler,0
K06284.01,0.958116585,2.3496,49.16,6032.0,1.365,293.16727,37.841389,Kepler,0
K06411.01,61.25964956,12.1777,54.72,5912.0,0.889,294.15329,39.464279,Kepler,0
K06413.01,374.318792,5.96,243.21,5997.0,0.815,296.20227,39.40519,Kepler,0
K06415.01,0.62927655,0.9698,4.64,5628.0,0.976,285.41,39.52837,Kepler,0
K06417.01,0.751408792,2.2974,41.48,5697.0,0.903,289.32434,39.582581,Kepler,0
K06418.01,0.866344816,1.9188,6.85,4936.0,4.527,296.13901,39.579632,Kepler,0
K06540.01,0.550509602,1.1836,5.02,4891.0,4.529,295.31302,40.352341,Kepler,0
K06670.01,0.94895231,3.952,2.51,6661.0,3.067,299.12161,41.42445,Kepler,0
K06671.01,11.702203927,2.75173,57.95,6148.0,2.133,284.46127,41.56179,Kepler,0
K06677.01,8.144135648,8.88876,56.52,7605.0,1.862,296.15887,41.516541,Kepler,0
K06936.01,1.258274109,1.92467,25.98,4937.0,0.587,286.76498,43.796329,Kepler,0
